Machine ID,Stackers,Operation (days/wk),Tours/Day,MM7,MPE9,ET10,Total (hrs/yr),Operational Maintenance (hrs/yr)
DBCS 1,302,7,3,932.33,521.93,639.56,2093.82,837.20
