Machine ID,Stackers,Operation (days/wk),Tours/Day,MM7,MPE9,ET10,Total (hrs/yr),Operational Maintenance (hrs/yr)
DBCS 1,302,7,3,1039.88,582.14,713.34,2335.36,837.20
