Machine ID,Operation (days/wk),Tours/Day,Transports,Inductions,MM7,MPE9,ET10,Total (hrs/yr),Operational Maintenance (hrs/yr)
APBS 2,7,3,164,5,1105.61,867.66,671.13,2644.41,530.83
