Site,MType,MNo,Op No.,Sort Program,Tour,Run#,Start,End,Fed,MODS,DOIS
"02301-9997","AFCS200","2","004000","004FA023.STF","3","8","10/10/24 17:04","10/10/24 22:45","72693","S 10/10/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","7","10/11/24 17:00","10/11/24 23:09","81715","S 10/11/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","10/15/24 16:34","10/15/24 16:41","370","S 10/15/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","7","10/15/24 17:02","10/16/24 02:21","102341","S 10/16/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","1","8","10/16/24 02:31","10/16/24 02:37","233","S 10/16/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","9","10/16/24 16:44","10/16/24 16:47","301","S 10/16/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","10","10/16/24 17:05","10/16/24 23:03","66077","S 10/16/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","10/17/24 17:24","10/17/24 22:56","75291","S 10/17/24","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","7","10/10/24 19:24","10/10/24 22:54","38434","S 10/10/24","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","7","10/11/24 19:19","10/11/24 23:04","35741","S 10/11/24","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","5","10/15/24 16:34","10/15/24 16:41","1476","S 10/15/24","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","10/15/24 17:04","10/16/24 02:37","104242","S 10/16/24","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","10/16/24 16:43","10/16/24 16:46","366","S 10/16/24","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","7","10/16/24 18:21","10/16/24 23:01","54852","S 10/16/24","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","5","10/17/24 17:38","10/17/24 18:42","5750","S 10/17/24","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","10/17/24 19:14","10/17/24 23:01","34966","S 10/17/24","NS",
"02301-9997","AFSM100","1","466000","466F7368","2","1","10/10/24 07:32","10/10/24 07:39","21","S 10/10/24","S",
"02301-9997","AFSM100","1","466000","466F7361","2","3","10/10/24 12:45","10/10/24 13:26","3205","S 10/10/24","S",
"02301-9997","AFSM100","1","466000","466F7361","2","5","10/10/24 13:44","10/10/24 13:48","9","S 10/10/24","S",
"02301-9997","AFSM100","1","466000","466F7361","2","6","10/10/24 14:06","10/10/24 14:40","3327","S 10/10/24","S",
"02301-9997","AFSM100","1","463000","463F0M30","3","7","10/10/24 14:57","10/10/24 19:24","29529","S 10/10/24","NS",
"02301-9997","AFSM100","1","461000","461F0OGP","3","1","10/10/24 19:31","10/10/24 23:47","29463","S 10/10/24","NS",
"02301-9997","AFSM100","1","462000","462F0OVR","1","1","10/10/24 23:58","10/11/24 00:29","3915","S 10/11/24","NS",
"02301-9997","AFSM100","1","466000","466F7025","1","2","10/11/24 00:36","10/11/24 01:09","6387","S 10/11/24","S",
"02301-9997","AFSM100","1","466000","466F7343","1","3","10/11/24 01:39","10/11/24 01:57","1292","S 10/11/24","S",
"02301-9997","AFSM100","1","466000","466F7343","1","4","10/11/24 02:03","10/11/24 02:57","5503","S 10/11/24","S",
"02301-9997","AFSM100","1","466000","466F7072","1","5","10/11/24 03:10","10/11/24 03:11","1","NS","NS",
"02301-9997","AFSM100","1","466000","466F7072","1","6","10/11/24 03:11","10/11/24 04:07","11867","S 10/11/24","S",
"02301-9997","AFSM100","1","466000","466F7359","1","7","10/11/24 04:20","10/11/24 04:55","6055","S 10/11/24","S",
"02301-9997","AFSM100","1","466000","466F7043","1","8","10/11/24 05:01","10/11/24 05:22","4579","S 10/11/24","S",
"02301-9997","AFSM100","1","466000","466F7BRK","1","9","10/11/24 05:31","10/11/24 05:45","2096","S 10/11/24","S",
"02301-9997","AFSM100","1","466000","466F7368","1","10","10/11/24 05:50","10/11/24 06:31","7508","S 10/11/24","S",
"02301-9997","AFSM100","1","463000","463F0M30","3","2","10/11/24 15:11","10/11/24 16:33","14103","S 10/11/24","NS",
"02301-9997","AFSM100","1","463000","463F0M30","3","3","10/11/24 17:12","10/11/24 18:50","15270","S 10/11/24","NS",
"02301-9997","AFSM100","1","463000","463F0M30","3","4","10/11/24 19:22","10/11/24 20:19","6684","S 10/11/24","NS",
"02301-9997","AFSM100","1","461000","461F0OGP","3","5","10/11/24 20:27","10/12/24 00:21","30462","S 10/12/24","NS",
"02301-9997","AFSM100","1","462000","462F0OVR","1","1","10/12/24 00:28","10/12/24 00:58","4716","S 10/12/24","NS",
"02301-9997","AFSM100","1","466000","466F7025","1","2","10/12/24 01:18","10/12/24 01:36","2","S 10/12/24","NS",
"02301-9997","AFSM100","1","466000","466F7025","1","3","10/12/24 02:10","10/12/24 02:46","7169","S 10/12/24","S",
"02301-9997","AFSM100","1","466000","466F7343","1","4","10/12/24 02:55","10/12/24 03:27","4989","S 10/12/24","S",
"02301-9997","AFSM100","1","466000","466F7359","2","1","10/12/24 10:45","10/12/24 11:03","539","S 10/12/24","S",
"02301-9997","AFSM100","1","466000","466F7359","3","1","10/12/24 15:36","10/12/24 16:08","4003","S 10/12/24","S",
"02301-9997","AFSM100","1","466000","466F7072","3","2","10/12/24 16:25","10/12/24 16:51","5407","S 10/12/24","S",
"02301-9997","AFSM100","1","466000","466F7072","3","3","10/12/24 17:34","10/12/24 17:43","295","S 10/12/24","S",
"02301-9997","AFSM100","1","463000","463F0M30","3","4","10/12/24 17:55","10/12/24 18:53","10608","S 10/12/24","NS",
"02301-9997","AFSM100","1","463000","463F0M30","3","5","10/12/24 19:19","10/12/24 21:46","20283","S 10/12/24","NS",
"02301-9997","AFSM100","1","463000","463F0M30","1","6","10/12/24 22:34","10/12/24 23:47","10919","S 10/12/24","NS",
"02301-9997","AFSM100","1","466000","466F7368","1","1","10/12/24 23:53","10/13/24 00:28","5752","S 10/13/24","S",
"02301-9997","AFSM100","1","466000","466F7368","1","2","10/13/24 01:16","10/13/24 03:18","16633","S 10/13/24","S",
