Site,MType,MNo,Op No.,Sort Program,Tour,Run#,Start,End,Fed,MODS,DOIS
"02301-9997","AFCS200","2","004000","004FA023.STF","3","5","08/29/23 19:12","08/29/23 20:54","1248","S 08/29/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","08/29/23 20:55","08/29/23 23:44","43727","S 08/29/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","5","08/30/23 17:12","08/30/23 19:36","162","S 08/30/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","08/30/23 19:37","08/30/23 23:19","39149","S 08/30/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","5","08/31/23 17:46","08/31/23 18:16","273","S 08/31/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","08/31/23 18:17","08/31/23 22:26","56542","S 08/31/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","5","09/01/23 17:11","09/01/23 17:16","574","S 09/01/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","09/01/23 17:17","09/01/23 18:24","18987","S 09/01/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","7","09/01/23 19:12","09/01/23 22:43","51927","S 09/01/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","10","09/05/23 17:13","09/05/23 17:30","61","S 09/05/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","11","09/05/23 17:52","09/05/23 17:55","188","S 09/05/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","12","09/05/23 17:56","09/05/23 18:12","710","S 09/05/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","15","09/05/23 18:42","09/05/23 22:58","44441","S 09/05/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","1","16","09/05/23 23:00","09/06/23 00:12","16238","S 09/06/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","08/29/23 19:11","08/29/23 20:48","2741","S 08/29/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","7","08/29/23 20:49","08/29/23 22:49","19057","S 08/29/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","1","8","08/29/23 22:50","08/29/23 23:42","13695","S 08/29/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","08/30/23 19:08","08/30/23 19:36","3409","S 08/30/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","7","08/30/23 19:37","08/30/23 20:50","10176","S 08/30/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","8","08/30/23 20:51","08/30/23 23:42","33791","S 08/30/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","08/31/23 17:16","08/31/23 18:09","1623","S 08/31/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","7","08/31/23 18:11","08/31/23 18:18","541","S 08/31/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","9","08/31/23 19:15","08/31/23 22:19","30783","S 08/31/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","4","09/01/23 19:16","09/01/23 19:53","478","S 09/01/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","5","09/01/23 19:54","09/01/23 22:04","14503","S 09/01/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","09/01/23 22:05","09/01/23 22:57","11778","S 09/01/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","11","09/05/23 17:20","09/05/23 17:29","33","S 09/05/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","12","09/05/23 19:47","09/05/23 20:11","789","S 09/05/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","13","09/05/23 20:12","09/06/23 00:10","70535","S 09/06/23","NS",
"02301-9997","AFSM100","4","463000","463F0M30","2","3","08/29/23 11:14","08/29/23 12:24","2361","S 08/29/23","NS",
"02301-9997","AFSM100","4","463000","463F0M30","3","4","08/29/23 13:57","08/29/23 16:02","2335","S 08/29/23","NS",
