Site,MType,MNo,Op No.,Sort Program,Tour,Run#,Start,End,Fed,MODS,DOIS
"02301-9997","ATU","2","207000","ATU","2","3","04/28/24 07:00","04/28/24 15:00","1426","S 04/28/24","NS",
"02301-9997","LCTS","2","619000","619Z023T","2","1","04/28/24 07:00","04/28/24 15:00","2206","S 04/28/24","NS",
"02301-9997","LCTS","1","619000","619Z0231","2","1","04/28/24 07:00","04/28/24 15:00","772","S 04/28/24","NS",
"02301-9997","PSS","1","233000","PSS-RUN-233","2","1","04/28/24 07:01","04/28/24 07:02","7","S 04/28/24","NS",
"02301-9997","DIOSS","10","483000","483FIM00","2","1","04/28/24 07:02","04/28/24 08:52","37256","S 04/29/24","NS",
"02301-9997","DIOSS","11","483000","483FIM00","2","1","04/28/24 07:04","04/28/24 08:53","30309","S 04/28/24","NS",
"02301-9997","DIOSS","6","483000","483FIM00","2","1","04/28/24 07:05","04/28/24 08:50","30744","S 04/28/24","NS",
"02301-9997","PSS","1","325000","PSS-RUN-325","2","1","04/28/24 07:07","04/28/24 07:34","59","S 04/28/24","NS",
"02301-9997","LCREM","1","490000","490F0023","2","1","04/28/24 08:20","04/28/24 08:48","2190","S 04/28/24","NS",
"02301-9997","DIOSS","10","483000","483FIM00","2","2","04/28/24 08:56","04/28/24 09:30","10253","S 04/29/24","NS",
"02301-9997","DIOSS","11","483000","483FIM00","2","2","04/28/24 09:32","04/28/24 10:33","13323","S 04/28/24","NS",
"02301-9997","LCREM","1","490000","490F0023","2","2","04/28/24 09:33","04/28/24 09:58","1066","S 04/28/24","NS",
"02301-9997","DIOSS","6","483000","483FIM00","2","2","04/28/24 09:33","04/28/24 10:53","18819","S 04/28/24","NS",
"02301-9997","DIOSS","10","483000","483FIM00","2","3","04/28/24 09:34","04/28/24 10:54","26409","S 04/29/24","NS",
"02301-9997","PSS","1","325000","PSS-RUN-325","2","1","04/28/24 10:02","04/28/24 10:06","7","S 04/29/24","NS",
"02301-9997","LCREM","1","487000","487F0023","2","3","04/28/24 10:43","04/28/24 10:53","1301","S 04/28/24","NS",
"02301-9997","DIOSS","11","483000","483FIM00","2","3","04/28/24 10:44","04/28/24 10:54","2552","S 04/28/24","NS",
"02301-9997","ATU","1","207000","ATU","2","1","04/28/24 11:11","04/28/24 15:00","466","S 04/28/24","NS",
"02301-9997","DIOSS","11","483000","483FIM00","2","4","04/28/24 11:11","04/28/24 11:30","6137","S 04/28/24","NS",
"02301-9997","DIOSS","6","483000","483FIM00","2","3","04/28/24 11:12","04/28/24 13:21","29165","S 04/28/24","NS",
"02301-9997","DIOSS","10","483000","483FIM00","2","4","04/28/24 11:12","04/28/24 11:31","5584","S 04/29/24","NS",
"02301-9997","DIOSS","10","483000","483FIM00","2","5","04/28/24 11:32","04/28/24 12:54","35273","S 04/29/24","NS",
"02301-9997","DBCS","3","918000","LV02330U","2","1","04/28/24 11:35","04/28/24 12:56","34065","S 04/28/24","NS",
"02301-9997","DBCS","2","918000","LV02360U","2","1","04/28/24 11:36","04/28/24 12:54","37647","S 04/28/24","NS",
"02301-9997","DBCS","5","918000","LV02021U","2","1","04/28/24 11:37","04/28/24 13:01","17327","S 04/28/24","S",
"02301-9997","DBCS","4","918000","LV02061U","2","1","04/28/24 11:38","04/28/24 13:21","39150","S 04/28/24","NS",
