Site,MType,MNo,Op No.,Sort Program,Tour,Run#,Start,End,Fed,MODS,DOIS
"02301-9997","AFCS200","2","004000","004FA023.STF","3","13","04/09/25 17:39","04/09/25 20:02","23792","S 04/09/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","14","04/09/25 20:36","04/09/25 21:50","15786","S 04/09/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","15","04/09/25 22:02","04/09/25 23:34","14077","S 04/09/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","04/10/25 17:37","04/10/25 20:00","29225","S 04/10/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","7","04/10/25 20:39","04/10/25 22:06","14869","S 04/10/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","7","04/11/25 17:40","04/11/25 19:25","23734","S 04/11/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","8","04/11/25 20:00","04/11/25 21:24","18138","S 04/11/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","12","04/09/25 17:35","04/09/25 19:19","18253","S 04/09/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","13","04/09/25 20:03","04/09/25 21:52","31107","S 04/09/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","14","04/09/25 22:29","04/09/25 23:12","3728","S 04/09/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","5","04/10/25 17:33","04/10/25 19:26","24453","S 04/10/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","04/10/25 20:02","04/10/25 22:02","27202","S 04/10/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","9","04/11/25 17:43","04/11/25 20:01","32357","S 04/11/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","10","04/11/25 20:34","04/11/25 22:15","25425","S 04/11/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","04/14/25 17:39","04/14/25 23:33","86126","S 04/14/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","1","7","04/14/25 23:44","04/14/25 23:52","237","S 04/15/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","1","8","04/14/25 23:54","04/15/25 00:01","2","S 04/15/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","1","9","04/15/25 00:03","04/15/25 01:16","22605","S 04/15/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","7","04/15/25 17:18","04/15/25 18:00","8826","S 04/15/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","8","04/15/25 18:03","04/15/25 18:28","2592","S 04/15/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","1","10","04/16/25 00:49","04/16/25 01:12","4302","S 04/16/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","5","04/16/25 17:33","04/16/25 20:35","44309","S 04/16/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","04/16/25 21:23","04/16/25 22:02","6619","S 04/16/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","7","04/16/25 22:03","04/16/25 22:58","12174","S 04/16/25","NS",
"02301-9997","AFSM100","1","463000","463F0M30","3","10","04/09/25 14:40","04/09/25 16:53","8915","S 04/09/25","NS",
"02301-9997","AFSM100","1","463000","463F0M30","3","1","04/09/25 17:31","04/09/25 19:26","9631","S 04/09/25","NS",
"02301-9997","AFSM100","1","463000","463F0M30","3","2","04/09/25 20:02","04/09/25 21:22","10458","S 04/09/25","NS",
"02301-9997","AFSM100","1","461000","461F0OGP","3","5","04/09/25 21:35","04/09/25 21:59","1883","S 04/09/25","NS",
"02301-9997","AFSM100","1","461000","461F0OGP","3","6","04/09/25 22:10","04/09/25 23:08","4428","S 04/09/25","NS",
"02301-9997","AFSM100","1","461000","461F0OGP","1","2","04/09/25 23:15","04/09/25 23:58","2259","S 04/10/25","NS",
"02301-9997","AFSM100","1","462000","462F0OVR","1","3","04/10/25 00:09","04/10/25 00:15","607","S 04/10/25","NS",
"02301-9997","AFSM100","1","466000","466F7025","1","4","04/10/25 00:42","04/10/25 01:10","3987","S 04/10/25","S",
"02301-9997","AFSM100","1","466000","466F7343","1","5","04/10/25 02:06","04/10/25 02:26","3490","S 04/10/25","S",
"02301-9997","AFSM100","1","466000","466F7BRK","1","6","04/10/25 02:43","04/10/25 03:03","3597","S 04/10/25","S",
"02301-9997","AFSM100","1","466000","466F7368","1","7","04/10/25 03:23","04/10/25 03:44","3806","S 04/10/25","S",
"02301-9997","AFSM100","1","466000","466F7072","1","8","04/10/25 03:57","04/10/25 04:29","4457","S 04/10/25","S",
"02301-9997","AFSM100","1","466000","466F7359","1","9","04/10/25 04:39","04/10/25 05:44","8828","S 04/10/25","S",
"02301-9997","AFSM100","1","463000","463F0M30","3","6","04/10/25 14:54","04/10/25 16:59","13373","S 04/10/25","NS",
"02301-9997","AFSM100","1","463000","463F0M30","3","1","04/10/25 17:33","04/10/25 19:15","12133","S 04/10/25","NS",
"02301-9997","AFSM100","1","461000","461F0OGP","3","2","04/10/25 20:07","04/11/25 00:17","18766","S 04/11/25","NS",
"02301-9997","AFSM100","1","462000","462F0OVR","1","1","04/11/25 00:26","04/11/25 00:37","1335","S 04/11/25","NS",
"02301-9997","AFSM100","1","466000","466F7025","1","2","04/11/25 00:46","04/11/25 01:39","4156","S 04/11/25","S",
"02301-9997","AFSM100","1","466000","466F7343","1","3","04/11/25 01:48","04/11/25 02:17","3839","S 04/11/25","S",
"02301-9997","AFSM100","1","466000","466F7BRK","1","4","04/11/25 02:24","04/11/25 02:46","3378","S 04/11/25","S",
"02301-9997","AFSM100","1","466000","466F7361","1","5","04/11/25 02:53","04/11/25 04:08","13105","S 04/11/25","S",
"02301-9997","AFSM100","1","466000","466F7043","1","6","04/11/25 04:17","04/11/25 05:06","8685","S 04/11/25","S",
"02301-9997","AFSM100","1","466000","466F7359","1","7","04/11/25 05:12","04/11/25 05:39","4089","S 04/11/25","S",
"02301-9997","AFSM100","1","466000","466F7072","1","8","04/11/25 05:44","04/11/25 06:09","4116","S 04/11/25","S",
"02301-9997","AFSM100","1","466000","466F7368","1","9","04/11/25 06:19","04/11/25 06:36","2709","S 04/11/25","S",
"02301-9997","AFSM100","1","463000","463F0M30","3","4","04/11/25 14:17","04/11/25 16:56","20253","S 04/11/25","NS",
"02301-9997","AFSM100","1","463000","463F0M30","3","1","04/11/25 17:36","04/11/25 20:31","11414","S 04/11/25","NS",
"02301-9997","AFSM100","1","461000","461F0OGP","3","2","04/11/25 20:42","04/11/25 23:00","16276","S 04/11/25","NS",
"02301-9997","AFSM100","1","462000","462F0OVR","1","1","04/11/25 23:09","04/11/25 23:21","1138","S 04/11/25","NS",
"02301-9997","AFSM100","1","466000","466F7025","1","2","04/11/25 23:32","04/12/25 00:26","5381","S 04/12/25","S",
"02301-9997","AFSM100","1","466000","466F7343","1","3","04/12/25 00:38","04/12/25 01:08","4287","S 04/12/25","S",
"02301-9997","AFSM100","1","466000","466F7BRK","1","4","04/12/25 02:09","04/12/25 02:24","2359","S 04/12/25","S",
"02301-9997","AFSM100","1","466000","466F7368","1","5","04/12/25 02:33","04/12/25 03:50","10647","S 04/12/25","S",
"02301-9997","AFSM100","1","466000","466F7072","1","6","04/12/25 03:56","04/12/25 04:24","4144","S 04/12/25","S",
"02301-9997","AFSM100","1","466000","466F7359","1","7","04/12/25 04:29","04/12/25 04:55","3302","S 04/12/25","S",
"02301-9997","AFSM100","1","466000","466F7361","1","8","04/12/25 05:01","04/12/25 05:20","3939","NS","S",
"02301-9997","AFSM100","1","466000","466F7043","1","9","04/12/25 05:27","04/12/25 06:13","8855","S 04/12/25","S",
"02301-9997","AFSM100","1","463000","463F0M30","3","1","04/12/25 15:22","04/12/25 17:33","11414","S 04/12/25","NS",
"02301-9997","AFSM100","1","463000","463F0M30","3","2","04/12/25 17:34","04/12/25 19:21","15996","S 04/12/25","NS",
"02301-9997","AFSM100","1","463000","463F0M30","3","5","04/12/25 22:11","04/12/25 22:56","462","S 04/12/25","NS",
"02301-9997","AFSM100","1","463000","463F0M30","1","6","04/12/25 22:56","04/13/25 00:18","6972","S 04/13/25","NS",
"02301-9997","AFSM100","1","466000","466F7025","1","4","04/13/25 00:46","04/13/25 02:13","4025","S 04/13/25","S",
"02301-9997","AFSM100","1","466000","466F7072","1","5","04/13/25 02:26","04/13/25 04:29","7765","S 04/13/25","S",
"02301-9997","AFSM100","1","466000","466F7359","1","6","04/13/25 04:44","04/13/25 06:46","4261","S 04/13/25","S",
"02301-9997","AFSM100","1","466000","466F7359","2","3","04/13/25 14:25","04/13/25 15:01","4331","S 04/13/25","S",
"02301-9997","AFSM100","1","463000","463F0M30","3","1","04/13/25 15:11","04/13/25 18:09","8932","S 04/13/25","NS",
"02301-9997","AFSM100","1","463000","463F0M30","3","2","04/13/25 18:09","04/13/25 20:11","3353","S 04/13/25","NS",
"02301-9997","AFSM100","1","466000","466F7025","3","3","04/13/25 20:14","04/13/25 20:33","1998","S 04/13/25","S",
"02301-9997","AFSM100","1","466000","466F7343","3","4","04/13/25 20:40","04/13/25 21:25","1975","S 04/13/25","S",
"02301-9997","AFSM100","1","466000","466F7343","3","5","04/13/25 21:25","04/13/25 22:03","2671","S 04/13/25","S",
"02301-9997","AFSM100","1","466000","466F7343","1","1","04/13/25 23:35","04/14/25 12:06","1157","S 04/14/25","S",
"02301-9997","AFSM100","1","466000","466F7361","1","2","04/14/25 01:28","04/14/25 03:09","4939","S 04/14/25","S",
"02301-9997","AFSM100","1","466000","466F7361","1","3","04/14/25 03:09","04/14/25 03:23","934","S 04/14/25","S",
"02301-9997","AFSM100","1","466000","466F7043","1","5","04/14/25 05:39","04/14/25 08:09","2339","S 04/14/25","S",
"02301-9997","AFSM100","1","466000","466F7BRK","3","7","04/15/25 14:48","04/15/25 15:29","7224","S 04/15/25","S",
"02301-9997","AFSM100","1","463000","463F0M30","3","1","04/15/25 15:43","04/15/25 16:43","9840","S 04/15/25","NS",
"02301-9997","AFSM100","1","463000","463F0M30","3","2","04/15/25 17:30","04/15/25 19:27","17057","S 04/15/25","NS",
"02301-9997","AFSM100","1","463000","463F0M30","3","4","04/15/25 20:04","04/15/25 21:20","6088","S 04/15/25","NS",
"02301-9997","AFSM100","1","466000","466F7359","3","5","04/15/25 21:30","04/15/25 21:54","1682","S 04/15/25","S",
"02301-9997","AFSM100","1","466000","466F7359","3","6","04/15/25 22:13","04/15/25 23:30","7084","S 04/15/25","S",
"02301-9997","AFSM100","1","466000","466F7368","1","1","04/15/25 23:35","04/16/25 01:52","15964","S 04/16/25","S",
"02301-9997","AFSM100","1","466000","466F7072","1","2","04/16/25 02:04","04/16/25 03:11","8978","S 04/16/25","S",
"02301-9997","AFSM100","1","466000","466F7361","1","3","04/16/25 03:18","04/16/25 04:10","7020","S 04/16/25","S",
"02301-9997","AFSM100","1","466000","466F7343","1","4","04/16/25 04:14","04/16/25 04:50","4390","S 04/16/25","S",
"02301-9997","AFSM100","1","466000","466F7025","1","5","04/16/25 04:56","04/16/25 05:35","5880","S 04/16/25","S",
"02301-9997","AFSM100","1","466000","466F7043","1","6","04/16/25 05:42","04/16/25 06:03","3849","S 04/16/25","S",
"02301-9997","AFSM100","1","463000","463F0M30","3","4","04/16/25 14:17","04/16/25 16:51","23055","S 04/16/25","NS",
"02301-9997","AFSM100","1","463000","463F0M30","3","1","04/16/25 17:34","04/16/25 18:33","6749","S 04/16/25","NS",
"02301-9997","AFSM100","1","461000","461F0OGP","3","2","04/16/25 18:43","04/16/25 19:33","4901","S 04/16/25","NS",
"02301-9997","AFSM100","1","461000","461F0OGP","3","3","04/16/25 20:04","04/16/25 22:50","18005","S 04/16/25","NS",
"02301-9997","AFSM100","1","462000","462F0OVR","1","4","04/16/25 22:57","04/16/25 23:11","1414","S 04/16/25","NS",
"02301-9997","AFSM100","1","466000","466F7025","1","1","04/16/25 23:16","04/16/25 23:56","5065","S 04/17/25","S",
"02301-9997","AFSM100","1","466000","466F7343","1","2","04/17/25 00:07","04/17/25 00:41","4563","S 04/17/25","S",
"02301-9997","AFSM100","1","466000","466F7BRK","1","3","04/17/25 00:52","04/17/25 00:55","80","S 04/17/25","S",
"02301-9997","AFSM100","1","466000","466F7BRK","1","4","04/17/25 01:32","04/17/25 02:20","7360","S 04/17/25","S",
