Site,MType,MNo,Op No.,Sort Program,Tour,Run#,Start,End,Fed,MODS,DOIS
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","10/17/23 19:09","10/17/23 22:31","41741","S 10/17/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","5","10/18/23 19:18","10/18/23 23:07","38049","S 10/18/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","8","10/19/23 19:14","10/19/23 22:39","38471","S 10/19/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","5","10/20/23 19:36","10/20/23 22:44","42220","S 10/20/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","10/20/23 22:45","10/20/23 22:51","1","S 10/20/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","8","10/23/23 17:31","10/23/23 18:42","14896","S 10/23/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","9","10/23/23 18:50","10/23/23 18:54","736","S 10/23/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","10","10/23/23 19:08","10/23/23 20:29","10659","S 10/23/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","11","10/23/23 20:37","10/23/23 21:36","13631","S 10/23/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","12","10/23/23 21:43","10/23/23 23:01","16642","S 10/23/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","1","13","10/23/23 23:08","10/23/23 23:29","5430","S 10/23/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","5","10/24/23 19:14","10/24/23 20:29","7012","S 10/24/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","10/24/23 20:30","10/24/23 23:51","29183","S 10/24/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","5","10/17/23 19:11","10/17/23 22:31","44605","S 10/17/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","10/18/23 19:12","10/18/23 22:53","45537","S 10/18/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","7","10/19/23 19:06","10/19/23 22:30","42984","S 10/19/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","10/20/23 19:09","10/20/23 22:45","46594","S 10/20/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","9","10/23/23 19:15","10/23/23 23:42","45424","S 10/23/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","5","10/24/23 19:14","10/24/23 23:58","45356","S 10/25/23","NS",
"02301-9997","AFSM100","4","463000","463F0M30","2","2","10/17/23 11:27","10/17/23 16:32","17314","S 10/17/23","NS",
"02301-9997","AFSM100","4","466000","466F7025","3","1","10/17/23 16:32","10/17/23 17:26","4028","S 10/17/23","S",
"02301-9997","AFSM100","4","466000","466F7025","3","2","10/17/23 17:27","10/17/23 17:40","281","S 10/17/23","S",
"02301-9997","AFSM100","4","466000","466F7343","3","3","10/17/23 17:54","10/17/23 18:49","3971","S 10/17/23","S",
"02301-9997","AFSM100","4","466000","466F7368","3","5","10/17/23 19:11","10/17/23 19:43","3843","S 10/17/23","S",
"02301-9997","AFSM100","4","461000","461F0OGP","3","6","10/17/23 19:50","10/17/23 23:37","23444","S 10/17/23","NS",
"02301-9997","AFSM100","4","462000","462F0OVR","1","1","10/17/23 23:45","10/18/23 00:12","2657","S 10/18/23","NS",
"02301-9997","AFSM100","4","466000","466F7361","1","2","10/18/23 00:20","10/18/23 00:40","3115","S 10/18/23","S",
"02301-9997","AFSM100","4","466000","466F7359","1","3","10/18/23 00:47","10/18/23 01:08","3122","S 10/18/23","S",
"02301-9997","AFSM100","4","466000","466F7043","1","5","10/18/23 01:51","10/18/23 02:18","3788","S 10/18/23","S",
"02301-9997","AFSM100","4","466000","466F7072","1","6","10/18/23 02:29","10/18/23 02:54","3184","S 10/18/23","S",
"02301-9997","AFSM100","4","466000","466F7BRK","1","7","10/18/23 03:12","10/18/23 03:33","4130","S 10/18/23","S",
"02301-9997","AFSM100","4","466000","466F7368","1","8","10/18/23 03:47","10/18/23 04:33","8286","S 10/18/23","S",
"02301-9997","AFSM100","4","463000","463F0M30","1","9","10/18/23 05:18","10/18/23 06:18","7635","S 10/18/23","NS",
"02301-9997","AFSM100","4","463000","463F0M30","2","4","10/18/23 11:51","10/18/23 13:23","9384","S 10/18/23","NS",
"02301-9997","AFSM100","4","463000","463F0M30","3","5","10/18/23 14:09","10/18/23 15:55","5633","S 10/18/23","NS",
"02301-9997","AFSM100","4","466000","466F7025","3","1","10/18/23 16:06","10/18/23 16:31","3472","S 10/18/23","S",
"02301-9997","AFSM100","4","466000","466F7343","3","2","10/18/23 16:45","10/18/23 17:09","2844","S 10/18/23","S",
"02301-9997","AFSM100","4","466000","466F7359","3","3","10/18/23 17:51","10/18/23 18:19","3263","S 10/18/23","S",
"02301-9997","AFSM100","4","461000","461F0OGP","3","4","10/18/23 18:38","10/18/23 21:28","22509","S 10/18/23","NS",
"02301-9997","AFSM100","4","461000","461F0OGP","3","5","10/18/23 22:05","10/18/23 23:07","7715","S 10/18/23","NS",
"02301-9997","AFSM100","4","462000","462F0OVR","1","1","10/18/23 23:13","10/18/23 23:44","4063","S 10/18/23","NS",
"02301-9997","AFSM100","4","466000","466F7361","1","2","10/19/23 00:02","10/19/23 00:26","3442","S 10/19/23","S",
"02301-9997","AFSM100","4","466000","466F7043","1","3","10/19/23 00:35","10/19/23 01:05","3487","S 10/19/23","S",
"02301-9997","AFSM100","4","466000","466F7072","1","4","10/19/23 02:11","10/19/23 02:38","4354","S 10/19/23","S",
"02301-9997","AFSM100","4","466000","466F7BRK","1","5","10/19/23 03:19","10/19/23 03:37","3120","S 10/19/23","S",
"02301-9997","AFSM100","4","466000","466F7368","1","6","10/19/23 03:44","10/19/23 04:13","4414","S 10/19/23","S",
"02301-9997","AFSM100","4","463000","463F0M30","2","2","10/19/23 11:54","10/19/23 13:30","4307","S 10/19/23","NS",
"02301-9997","AFSM100","4","463000","463F0M30","3","3","10/19/23 13:30","10/19/23 19:01","29334","S 10/19/23","NS",
"02301-9997","AFSM100","4","463000","463F0M30","3","1","10/19/23 19:01","10/19/23 19:14","283","S 10/19/23","NS",
