Site,MType,MNo,Op No.,Sort Program,Tour,Run#,Start,End,Fed,MODS,DOIS
"02301-9997","AFCS200","2","004000","004FA023.STF","3","4","09/12/23 17:38","09/12/23 18:17","7945","S 09/12/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","5","09/12/23 19:12","09/12/23 19:33","2343","S 09/12/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","09/12/23 19:33","09/12/23 20:33","12286","S 09/12/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","7","09/12/23 21:07","09/13/23 00:02","28526","S 09/13/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","09/13/23 20:15","09/13/23 20:55","9903","S 09/13/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","1","7","09/13/23 21:05","09/13/23 23:25","24511","S 09/14/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","2","4","09/14/23 10:15","09/14/23 10:17","12","S 09/14/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","5","09/14/23 17:38","09/14/23 18:55","10387","S 09/14/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","09/14/23 19:35","09/14/23 21:12","25035","S 09/14/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","1","7","09/14/23 21:14","09/14/23 22:43","20241","S 09/15/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","09/15/23 17:17","09/15/23 17:49","924","S 09/15/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","7","09/15/23 19:13","09/15/23 22:14","37197","S 09/15/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","8","09/15/23 22:15","09/15/23 22:24","2579","S 09/15/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","9","09/15/23 22:42","09/15/23 23:13","7111","S 09/15/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","5","09/18/23 17:05","09/18/23 18:38","15312","S 09/18/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","09/18/23 18:44","09/18/23 18:50","2","S 09/18/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","7","09/18/23 19:15","09/18/23 20:52","24063","S 09/18/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","8","09/18/23 20:55","09/18/23 22:47","23991","S 09/18/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","5","09/19/23 17:22","09/19/23 18:51","22702","S 09/19/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","09/19/23 19:09","09/19/23 19:16","508","S 09/19/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","7","09/19/23 19:19","09/19/23 22:13","32169","S 09/19/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","4","09/12/23 19:16","09/12/23 22:31","17539","S 09/12/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","1","5","09/12/23 22:32","09/12/23 23:58","17871","S 09/13/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","5","09/13/23 19:19","09/13/23 21:14","27244","S 09/13/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","09/13/23 21:19","09/13/23 23:31","20135","S 09/13/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","5","09/14/23 19:14","09/14/23 20:43","3056","S 09/14/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","09/14/23 20:44","09/14/23 22:39","25764","S 09/14/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","5","09/15/23 17:34","09/15/23 17:42","1184","S 09/15/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","09/15/23 19:12","09/15/23 19:15","69","S 09/15/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","7","09/15/23 19:16","09/15/23 19:41","1580","S 09/15/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","8","09/15/23 19:42","09/15/23 23:14","32894","S 09/15/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","09/18/23 17:52","09/18/23 19:43","5141","S 09/18/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","7","09/18/23 19:50","09/18/23 21:03","7777","S 09/18/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","8","09/18/23 21:05","09/18/23 21:15","2995","S 09/18/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","9","09/18/23 21:16","09/18/23 21:49","6278","S 09/18/23","NS",
