Site,MType,MNo,Op No.,Sort Program,Tour,Run#,Start,End,Fed,MODS,DOIS
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","03/13/25 17:33","03/13/25 23:36","49113","S 03/13/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","9","03/14/25 17:43","03/14/25 20:26","20770","S 03/14/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","10","03/14/25 21:08","03/14/25 21:48","9746","S 03/14/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","11","03/14/25 21:52","03/14/25 22:01","1851","S 03/14/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","1","12","03/14/25 22:39","03/15/25 00:13","12890","S 03/15/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","03/17/25 17:36","03/17/25 20:31","27435","S 03/17/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","7","03/17/25 21:02","03/17/25 23:55","21016","S 03/18/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","03/18/25 17:33","03/18/25 20:32","31649","S 03/18/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","7","03/18/25 21:06","03/18/25 22:37","17868","S 03/18/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","03/19/25 17:32","03/19/25 19:29","23022","S 03/19/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","7","03/19/25 19:50","03/19/25 20:36","8229","S 03/19/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","8","03/19/25 21:06","03/19/25 22:59","16786","S 03/19/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","5","03/13/25 17:34","03/13/25 18:58","12522","S 03/14/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","03/13/25 20:35","03/13/25 23:38","25457","S 03/13/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","03/14/25 17:38","03/14/25 18:59","17797","S 03/14/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","7","03/14/25 20:33","03/15/25 00:12","33370","S 03/15/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","5","03/17/25 17:00","03/17/25 17:21","105","S 03/17/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","03/17/25 17:38","03/17/25 17:42","178","S 03/17/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","7","03/17/25 17:56","03/18/25 00:02","54217","S 03/18/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","7","03/18/25 17:33","03/18/25 17:56","3173","S 03/18/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","8","03/18/25 18:30","03/18/25 19:00","6501","S 03/18/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","9","03/18/25 20:32","03/18/25 22:44","30042","S 03/18/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","03/19/25 18:11","03/19/25 19:03","12923","S 03/19/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","7","03/19/25 20:33","03/19/25 23:08","27560","S 03/19/25","NS",
"02301-9997","AFSM100","1","463000","463F0M30","3","5","03/13/25 14:22","03/13/25 19:01","22366","S 03/13/25","NS",
"02301-9997","AFSM100","1","461000","461F0OGP","3","1","03/13/25 19:04","03/13/25 19:43","2353","S 03/13/25","NS",
"02301-9997","AFSM100","1","461000","461F0OGP","3","2","03/13/25 20:03","03/13/25 23:03","15529","S 03/13/25","NS",
"02301-9997","AFSM100","1","462000","462F0OVR","1","1","03/13/25 23:15","03/13/25 23:32","681","S 03/13/25","NS",
"02301-9997","AFSM100","1","466000","466F7025","1","2","03/13/25 23:38","03/14/25 00:17","4180","S 03/14/25","S",
"02301-9997","AFSM100","1","466000","466F7343","1","3","03/14/25 00:19","03/14/25 00:49","4277","S 03/14/25","S",
"02301-9997","AFSM100","1","466000","466F7BRK","1","4","03/14/25 01:34","03/14/25 02:04","3685","S 03/14/25","S",
"02301-9997","AFSM100","1","466000","466F7368","1","5","03/14/25 02:11","03/14/25 02:49","5689","S 03/14/25","S",
