Site,MType,MNo,Op No.,Sort Program,Tour,Run#,Start,End,Fed,MODS,DOIS
"02301-9997","AFCS200","2","004000","004FA023.STF","3","5","10/24/23 19:14","10/24/23 20:29","7012","S 10/24/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","10/24/23 20:30","10/24/23 23:51","29183","S 10/24/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","5","10/25/23 19:14","10/25/23 20:09","8406","S 10/25/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","10/25/23 20:10","10/25/23 23:05","28459","S 10/25/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","5","10/26/23 19:14","10/26/23 22:46","39463","S 10/26/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","10/27/23 19:11","10/27/23 22:27","52395","S 10/27/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","7","10/30/23 17:26","10/30/23 18:56","19094","S 10/30/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","8","10/30/23 19:12","10/30/23 22:43","35725","S 10/30/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","5","10/31/23 19:13","10/31/23 22:15","45495","S 10/31/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","5","10/24/23 19:14","10/24/23 23:58","45356","S 10/25/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","7","10/25/23 19:18","10/25/23 22:51","44722","S 10/25/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","8","10/25/23 22:53","10/25/23 22:56","246","S 10/25/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","5","10/26/23 19:14","10/26/23 22:37","45868","S 10/26/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","7","10/27/23 19:14","10/27/23 22:29","29934","S 10/27/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","9","10/30/23 18:08","10/30/23 18:48","7418","S 10/30/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","10","10/30/23 19:13","10/30/23 22:40","32175","S 10/30/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","5","10/31/23 19:13","10/31/23 22:28","38893","S 10/31/23","NS",
"02301-9997","AFSM100","4","466000","466F7368","2","4","10/24/23 11:09","10/24/23 11:55","5167","S 10/24/23","S",
"02301-9997","AFSM100","4","463000","463F0M30","2","5","10/24/23 12:12","10/24/23 13:04","7027","S 10/24/23","NS",
"02301-9997","AFSM100","4","463000","463F0M30","2","6","10/24/23 14:04","10/24/23 14:40","2129","S 10/24/23","NS",
"02301-9997","AFSM100","4","463000","463F0M30","3","1","10/24/23 15:14","10/24/23 15:37","4559","S 10/24/23","NS",
"02301-9997","AFSM100","4","463000","463F0M30","3","2","10/24/23 16:16","10/24/23 16:57","5327","S 10/24/23","NS",
"02301-9997","AFSM100","4","461000","461F0OGP","3","3","10/24/23 17:41","10/24/23 19:00","8209","S 10/24/23","NS",
"02301-9997","AFSM100","4","461000","461F0OGP","3","4","10/24/23 19:06","10/25/23 00:48","34312","S 10/25/23","NS",
"02301-9997","AFSM100","4","462000","462F0OVR","1","1","10/25/23 00:55","10/25/23 01:47","7303","S 10/25/23","NS",
"02301-9997","AFSM100","4","466000","466F7025","1","2","10/25/23 01:53","10/25/23 02:32","5074","S 10/25/23","S",
"02301-9997","AFSM100","4","466000","466F7343","1","3","10/25/23 02:39","10/25/23 03:21","4847","S 10/25/23","S",
"02301-9997","AFSM100","4","466000","466F7072","1","4","10/25/23 03:27","10/25/23 03:52","3272","S 10/25/23","S",
"02301-9997","AFSM100","4","466000","466F7359","1","5","10/25/23 03:58","10/25/23 04:30","3352","S 10/25/23","S",
"02301-9997","AFSM100","4","466000","466F7361","1","6","10/25/23 04:35","10/25/23 05:01","3479","S 10/25/23","S",
"02301-9997","AFSM100","4","466000","466F7043","1","7","10/25/23 05:11","10/25/23 05:39","3998","S 10/25/23","S",
"02301-9997","AFSM100","4","466000","466F7BRK","1","8","10/25/23 05:45","10/25/23 06:12","4022","S 10/25/23","S",
"02301-9997","AFSM100","4","466000","466F7368","2","4","10/25/23 10:47","10/25/23 12:26","4324","S 10/25/23","S",
"02301-9997","AFSM100","4","463000","463F0M30","3","5","10/25/23 12:37","10/25/23 18:55","30290","S 10/25/23","NS",
"02301-9997","AFSM100","4","466000","466F7025","3","2","10/25/23 19:13","10/25/23 20:01","5474","S 10/25/23","S",
