Site,MType,MNo,Op No.,Sort Program,Tour,Run#,Start,End,Fed,MODS,DOIS
"02301-9997","AFCS200","2","004000","004FA023.STF","3","5","10/10/23 18:03","10/10/23 18:38","8403","S 10/10/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","10/10/23 18:58","10/11/23 01:22","54971","S 10/11/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","5","10/11/23 17:17","10/11/23 22:38","32546","S 10/11/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","5","10/12/23 17:06","10/12/23 17:35","3219","S 10/12/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","10/12/23 19:09","10/12/23 21:31","29898","S 10/12/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","7","10/12/23 21:36","10/12/23 22:21","4928","S 10/12/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","5","10/13/23 19:10","10/13/23 20:17","17098","S 10/13/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","10/13/23 20:18","10/13/23 22:52","35245","S 10/13/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","8","10/16/23 19:19","10/16/23 19:24","2","S 10/16/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","9","10/16/23 19:25","10/16/23 23:27","48666","S 10/16/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","10/17/23 19:09","10/17/23 22:31","41741","S 10/17/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","10/10/23 19:14","10/10/23 20:06","8892","S 10/10/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","7","10/10/23 20:07","10/10/23 20:36","5120","S 10/10/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","8","10/10/23 20:49","10/10/23 22:12","17323","S 10/10/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","1","9","10/10/23 22:13","10/10/23 23:46","20113","S 10/10/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","1","11","10/11/23 00:14","10/11/23 01:17","16579","S 10/11/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","5","10/11/23 17:21","10/11/23 18:26","10926","S 10/11/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","10/11/23 19:15","10/11/23 22:45","49750","S 10/11/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","5","10/12/23 17:08","10/12/23 17:38","4830","S 10/12/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","10/12/23 19:11","10/12/23 22:20","39386","S 10/12/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","7","10/13/23 19:13","10/13/23 22:48","37757","S 10/13/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","8","10/16/23 19:21","10/16/23 23:30","54651","S 10/16/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","5","10/17/23 19:11","10/17/23 22:31","44605","S 10/17/23","NS",
"02301-9997","AFSM100","4","463000","463F0M30","2","4","10/10/23 11:29","10/10/23 12:59","11095","S 10/10/23","NS",
"02301-9997","AFSM100","4","463000","463F0M30","2","5","10/10/23 14:03","10/10/23 14:50","7196","S 10/10/23","NS",
"02301-9997","AFSM100","4","463000","463F0M30","3","1","10/10/23 15:23","10/10/23 16:06","3076","S 10/10/23","NS",
"02301-9997","AFSM100","4","466000","466F7025","3","2","10/10/23 16:16","10/10/23 16:57","4637","S 10/10/23","S",
