Site,MType,MNo,Op No.,Sort Program,Tour,Run#,Start,End,Fed,MODS,DOIS
"02301-9997","DBCS","3","918000","LV02360U","1","8","01/02/24 23:48","01/02/24 23:51","38","NS","NS",
"02301-9997","DIOSS","6","893000","893FIM00","2","1","01/04/24 08:50","01/04/24 08:51","101","NS","NS",
"02301-9997","DBCS","2","896000","896FA382","3","7","01/04/24 20:41","01/04/24 20:42","38","NS","NS",
"02301-9997","AFSM100","4","463000","463F0M30","1","8","01/06/24 05:25","01/06/24 05:35","49","NS","NS",
"02301-9997","DIOSS","6","483000","483FIM00","2","2","01/07/24 09:15","01/07/24 09:16","96","NS","NS",
"02301-9997","DIOSS","6","918000","LV02093U","1","7","01/07/24 01:23","01/07/24 01:25","62","NS","NS",
"02301-9997","DBCS","1","918000","LV02368U","2","2","01/06/24 11:30","01/06/24 11:33","50","NS","NS",
"02301-9997","DIOSS","6","483000","483FIM00","2","1","01/07/24 08:02","01/07/24 08:57","242","NS","NS",
"02301-9997","DBCS","5","896000","896FA368","1","12","01/06/24 06:16","01/06/24 06:19","63","NS","NS",
"02301-9997","DIOSS","6","918000","LV02093U","2","3","01/01/24 11:32","01/01/24 11:58","7052","S 01/01/24","S",
"02301-9997","DIOSS","10","918000","LV02302U","2","3","01/01/24 10:37","01/01/24 11:07","8515","S 01/01/24","S",
"02301-9997","DBCS","2","919000","LV02360U-2","3","6","01/01/24 17:02","01/01/24 18:44","57567","S 01/01/24","S",
"02301-9997","DBCS","1","919000","LV02090U-2","2","7","01/01/24 14:09","01/01/24 15:31","28619","S 01/01/24","S",
"02301-9997","DIOSS","11","919000","LV02301U-2","3","8","01/01/24 15:33","01/01/24 16:37","20096","S 01/01/24","S",
"02301-9997","DBCS","3","919000","LV02330U-2","2","5","01/01/24 14:08","01/01/24 15:49","46968","S 01/01/24","S",
"02301-9997","DBCS","5","919000","LV02021U-2","3","5","01/01/24 19:35","01/01/24 20:47","23138","S 01/01/24","S",
"02301-9997","DBCS","2","919000","LV02382U-2","3","9","01/01/24 21:37","01/01/24 21:48","4644","S 01/01/24","S",
"02301-9997","DIOSS","6","919000","LV02093U-2","3","5","01/01/24 19:49","01/01/24 21:50","53369","S 01/01/24","S",
"02301-9997","DIOSS","10","919000","LV02302U-2","3","7","01/01/24 20:16","01/01/24 21:51","42714","S 01/01/24","S",
"02301-9997","DIOSS","10","919000","LV02302U-2","3","8","01/01/24 22:37","01/01/24 22:50","4165","S 01/01/24","S",
"02301-9997","DBCS","3","919000","LV02341U-2","3","11","01/01/24 21:33","01/01/24 22:52","48066","S 01/01/24","S",
"02301-9997","DBCS","4","919000","LV02333U-2","3","9","01/01/24 21:59","01/01/24 22:34","10507","S 01/01/24","S",
"02301-9997","DIOSS","11","919000","LV02301U-2","2","7","01/01/24 12:35","01/01/24 13:57","33144","S 01/01/24","S",
"02301-9997","DBCS","1","919000","LV02368U-2","3","12","01/01/24 20:57","01/01/24 21:58","28816","S 01/01/24","S",
"02301-9997","ATU","1","207000","ATU","2","2","01/01/24 07:00","01/01/24 15:00","49","S 01/01/24","NS",
"02301-9997","ATU","2","207000","ATU","2","2","01/01/24 07:00","01/01/24 15:00","644","S 01/01/24","NS",
"02301-9997","ATU","2","207000","ATU","3","3","01/01/24 15:00","01/01/24 23:00","79","S 01/01/24","NS",
"02301-9997","APBS","2","437000","437SA023","2","5","01/01/24 12:06","01/01/24 12:19","311","S 01/01/24","NS",
"02301-9997","APBS","2","439000","439PA023","3","10","01/01/24 22:11","01/01/24 22:51","894","S 01/01/24","NS",
"02301-9997","APBS","2","439000","439PA023","2","6","01/01/24 12:19","01/01/24 13:53","4838","S 01/01/24","NS",
"02301-9997","APBS","2","439000","439PA023","3","9","01/01/24 20:33","01/01/24 21:57","4916","S 01/01/24","NS",
"02301-9997","APBS","2","439000","439PA023","3","7","01/01/24 15:17","01/01/24 16:22","3893","S 01/01/24","NS",
"02301-9997","APBS","2","439000","439PA023","3","8","01/01/24 17:36","01/01/24 17:49","299","S 01/01/24","NS",
