Site,MType,MNo,Op No.,Sort Program,Tour,Run#,Start,End,Fed,MODS,DOIS
"02301-9997","LCTS","1","619000","619Z0231","2","1","07/04/23 07:00","07/04/23 15:00","338","S 07/04/23","NS",
"02301-9997","LCTS","2","619000","619Z023T","2","1","07/04/23 07:00","07/04/23 15:00","1158","S 07/04/23","NS",
"02301-9997","ATU","2","207000","ATU","2","2","07/04/23 07:00","07/04/23 15:00","747","S 07/04/23","NS",
"02301-9997","ATU","1","207000","ATU","2","2","07/04/23 07:00","07/04/23 15:00","148","S 07/04/23","NS",
"02301-9997","DIOSS","6","893000","893FIM00","2","1","07/04/23 07:03","07/04/23 07:13","4146","S 07/04/23","NS",
"02301-9997","DIOSS","10","483000","483FIM00","2","1","07/04/23 07:03","07/04/23 07:49","9680","S 07/04/23","NS",
"02301-9997","PSS","1","233000","PSS-RUN-233","2","1","07/04/23 07:07","07/04/23 07:25","47","S 07/04/23","NS",
"02301-9997","DIOSS","11","918000","LV02382U","2","1","07/04/23 07:08","07/04/23 07:36","6523","S 07/04/23","NS",
"02301-9997","DIOSS","6","483000","483FIM00","2","2","07/04/23 07:14","07/04/23 07:29","3216","S 07/04/23","NS",
"02301-9997","AFSM100","4","466000","466F7BRK","2","1","07/04/23 07:14","07/04/23 07:26","682","S 07/04/23","S",
"02301-9997","APBS","2","437000","437SA023","2","4","07/04/23 07:19","07/04/23 08:59","2676","S 07/04/23","NS",
"02301-9997","DIOSS","11","918000","LV02382U","2","2","07/04/23 07:40","07/04/23 07:51","5208","S 07/04/23","NS",
"02301-9997","PSS","1","233000","PSS-RUN-233","2","1","07/04/23 07:50","07/04/23 08:01","26","S 07/04/23","NS",
"02301-9997","DIOSS","6","483000","483FIM00","2","3","07/04/23 08:33","07/04/23 09:50","22987","S 07/04/23","NS",
"02301-9997","DIOSS","10","483000","483FIM00","2","2","07/04/23 08:34","07/04/23 09:52","20099","S 07/04/23","NS",
"02301-9997","DIOSS","11","918000","LV02382U","2","3","07/04/23 08:39","07/04/23 09:50","20255","S 07/04/23","NS",
"02301-9997","APBS","2","437000","437SA023","2","5","07/04/23 09:37","07/04/23 10:06","938","S 07/04/23","NS",
"02301-9997","DBCS","8","918000","LV02018U","2","3","07/04/23 10:09","07/04/23 10:49","13791","S 07/04/23","S",
"02301-9997","DBCS","1","918000","LV02090U","2","1","07/04/23 10:09","07/04/23 11:33","19318","S 07/04/23","S",
"02301-9997","PSS","1","233000","PSS-RUN-233","2","1","07/04/23 10:11","07/04/23 10:18","27","S 07/05/23","NS",
"02301-9997","DBCS","5","918000","LV02021U","2","1","07/04/23 10:11","07/04/23 11:51","23944","S 07/04/23","S",
