Site,MType,MNo,Op No.,Sort Program,Tour,Run#,Start,End,Fed,MODS,DOIS
"02301-9997","AFCS200","2","004000","004FA023.STF","3","7","08/01/23 19:11","08/01/23 19:29","1158","S 08/01/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","8","08/01/23 19:30","08/01/23 19:34","1370","S 08/01/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","9","08/01/23 19:35","08/01/23 22:34","31613","S 08/01/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","10","08/01/23 22:36","08/01/23 23:15","9621","S 08/01/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","08/02/23 17:45","08/02/23 17:46","1","S 08/02/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","9","08/02/23 19:13","08/02/23 20:45","7027","S 08/02/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","10","08/02/23 20:46","08/02/23 23:04","27973","S 08/02/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","8","08/03/23 19:10","08/03/23 23:27","38423","S 08/03/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","5","08/04/23 18:03","08/04/23 18:22","472","S 08/04/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","08/04/23 19:13","08/04/23 19:35","714","S 08/04/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","7","08/04/23 19:36","08/04/23 21:57","33533","S 08/04/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","5","08/07/23 19:19","08/07/23 21:16","15314","S 08/07/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","08/07/23 21:17","08/07/23 23:44","25234","S 08/07/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","5","08/08/23 17:36","08/08/23 17:50","148","S 08/08/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","7","08/08/23 19:12","08/08/23 19:48","155","S 08/08/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","8","08/08/23 19:52","08/08/23 22:23","27764","S 08/08/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","5","08/01/23 19:16","08/01/23 20:40","5595","S 08/01/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","08/01/23 20:41","08/01/23 23:14","44790","S 08/01/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","5","08/02/23 17:52","08/02/23 18:45","11469","S 08/02/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","08/02/23 19:10","08/02/23 20:30","13320","S 08/02/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","8","08/02/23 20:45","08/02/23 22:55","27684","S 08/02/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","12","08/03/23 18:17","08/03/23 18:51","1582","S 08/03/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","13","08/03/23 19:09","08/03/23 22:41","37412","S 08/03/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","14","08/03/23 22:43","08/03/23 23:15","9377","S 08/03/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","08/04/23 18:08","08/04/23 18:51","13812","S 08/04/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","7","08/04/23 19:14","08/04/23 21:56","38567","S 08/04/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","5","08/07/23 19:14","08/07/23 22:53","48706","S 08/07/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","1","6","08/07/23 22:57","08/07/23 23:47","11803","S 08/07/23","NS",
