Site,MType,MNo,Op No.,Sort Program,Tour,Run#,Start,End,Fed,MODS,DOIS
"02301-9997","LCTS","1","619000","619Z0231","2","1","03/10/24 07:00","03/10/24 15:00","78","S 03/10/24","NS",
"02301-9997","LCTS","2","619000","619Z023T","2","1","03/10/24 07:00","03/10/24 15:00","889","S 03/10/24","NS",
"02301-9997","DIOSS","6","483000","483FIM00","2","1","03/10/24 07:04","03/10/24 08:54","27965","S 03/10/24","NS",
"02301-9997","DIOSS","10","483000","483FIM00","2","1","03/10/24 07:08","03/10/24 08:52","25347","S 03/10/24","NS",
"02301-9997","PSS","1","233000","PSS-RUN-233","2","1","03/10/24 07:34","03/10/24 07:58","56","S 03/10/24","NS",
"02301-9997","MSA","2","308000","MSA-RUN-308","2","1","03/10/24 07:59","03/10/24 07:59","1","S 03/10/24","NS",
"02301-9997","DBCS","8","918000","LV02018U","2","1","03/10/24 08:03","03/10/24 09:05","15964","S 03/10/24","S",
"02301-9997","DIOSS","10","483000","483FIM00","2","2","03/10/24 09:33","03/10/24 10:51","25998","S 03/10/24","NS",
"02301-9997","DIOSS","6","483000","483FIM00","2","2","03/10/24 09:34","03/10/24 10:18","12293","S 03/10/24","NS",
"02301-9997","LCREM","1","488000","488F0023","2","1","03/10/24 09:40","03/10/24 09:44","273","S 03/10/24","NS",
"02301-9997","PSS","1","233000","PSS-RUN-233","2","1","03/10/24 09:48","03/10/24 09:49","7","S 03/11/24","NS",
"02301-9997","LCREM","1","487000","487F0023","2","2","03/10/24 09:50","03/10/24 10:17","1997","S 03/10/24","NS",
"02301-9997","DIOSS","11","483000","483FIM00","2","1","03/10/24 10:16","03/10/24 10:55","12448","S 03/10/24","NS",
"02301-9997","LCREM","1","490000","490F0023","2","3","03/10/24 10:18","03/10/24 12:03","943","S 03/10/24","NS",
"02301-9997","DIOSS","6","483000","483FIM00","2","3","03/10/24 10:23","03/10/24 10:55","11991","S 03/10/24","NS",
"02301-9997","PSS","1","233000","PSS-RUN-233","2","1","03/10/24 10:55","03/10/24 10:56","4","S 03/11/24","NS",
"02301-9997","DIOSS","10","483000","483FIM00","2","3","03/10/24 10:59","03/10/24 11:00","36","S 03/10/24","NS",
"02301-9997","DBCS","3","918000","LV02330U","2","1","03/10/24 11:12","03/10/24 11:56","9194","S 03/10/24","NS",
"02301-9997","DBCS","1","918000","LV02090U","2","2","03/10/24 11:13","03/10/24 13:27","38237","S 03/10/24","S",
"02301-9997","DBCS","4","918000","LV02061U","2","1","03/10/24 11:16","03/10/24 13:25","30224","S 03/10/24","S",
"02301-9997","DBCS","2","918000","LV02360U","2","1","03/10/24 11:20","03/10/24 13:24","31437","S 03/10/24","NS",
"02301-9997","MSA","1","308000","MSA-RUN-308","2","1","03/10/24 11:22","03/10/24 11:33","3","S 03/11/24","NS",
"02301-9997","DIOSS","11","483000","483FIM00","2","2","03/10/24 11:32","03/10/24 11:44","1038","S 03/10/24","NS",
"02301-9997","DIOSS","10","483000","483FIM00","2","4","03/10/24 11:36","03/10/24 12:34","18199","S 03/10/24","NS",
"02301-9997","PSS","4","325000","PSS-RUN-325","2","1","03/10/24 11:37","03/10/24 11:37","1","S 03/11/24","NS",
"02301-9997","DIOSS","6","483000","483FIM00","2","4","03/10/24 11:39","03/10/24 12:55","6392","S 03/10/24","NS",
"02301-9997","DIOSS","11","893000","893FIM00","2","3","03/10/24 11:45","03/10/24 12:48","18243","S 03/10/24","NS",
"02301-9997","DBCS","5","918000","LV02021U","2","1","03/10/24 11:46","03/10/24 12:53","13560","S 03/10/24","S",
