Site,MType,MNo,Op No.,Sort Program,Tour,Run#,Start,End,Fed,MODS,DOIS
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","08/07/24 20:18","08/07/24 23:54","50064","S 08/07/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","5","08/08/24 17:07","08/08/24 17:17","168","S 08/08/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","08/08/24 17:26","08/08/24 17:28","47","S 08/08/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","7","08/08/24 18:34","08/08/24 18:37","12","S 08/08/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","8","08/08/24 19:17","08/08/24 23:19","49051","S 08/08/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","5","08/09/24 17:10","08/09/24 17:22","2325","S 08/09/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","08/09/24 19:15","08/09/24 22:49","52145","S 08/09/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","16","08/12/24 17:01","08/12/24 18:27","13116","S 08/12/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","17","08/12/24 19:12","08/12/24 22:43","50150","S 08/12/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","08/13/24 19:10","08/13/24 22:26","43013","S 08/13/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","1","08/14/24 17:46","08/14/24 18:03","1668","S 08/14/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","2","08/14/24 19:14","08/14/24 20:50","13175","S 08/14/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","3","08/14/24 20:55","08/14/24 23:19","32629","S 08/14/24","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","5","08/07/24 19:11","08/07/24 23:41","50232","S 08/07/24","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","5","08/08/24 17:18","08/08/24 17:27","544","S 08/08/24","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","08/08/24 19:15","08/08/24 23:15","40034","S 08/08/24","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","08/09/24 19:15","08/09/24 22:53","36413","S 08/09/24","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","10","08/12/24 19:18","08/12/24 22:53","38051","S 08/12/24","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","08/13/24 17:59","08/13/24 19:00","2547","S 08/13/24","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","7","08/13/24 19:16","08/13/24 22:46","38449","S 08/13/24","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","1","08/14/24 19:15","08/14/24 23:02","42828","S 08/14/24","NS",
"02301-9997","AFSM100","1","463000","463F0M30","3","1","08/12/24 15:41","08/12/24 18:51","21951","S 08/12/24","NS",
"02301-9997","AFSM100","1","463000","463F0M30","3","2","08/12/24 19:16","08/12/24 20:28","10463","S 08/12/24","NS",
"02301-9997","AFSM100","1","466000","466F7025","3","3","08/12/24 20:39","08/12/24 21:22","6277","S 08/12/24","S",
"02301-9997","AFSM100","1","461000","461F0OGP","1","4","08/12/24 21:30","08/13/24 00:35","6914","S 08/13/24","NS",
"02301-9997","AFSM100","1","461000","461F0OGP","1","1","08/13/24 00:35","08/13/24 01:51","7187","S 08/13/24","NS",
"02301-9997","AFSM100","1","466000","466F7343","1","2","08/13/24 02:01","08/13/24 02:29","2025","S 08/13/24","S",
"02301-9997","AFSM100","1","466000","466F7072","1","3","08/13/24 02:31","08/13/24 03:32","4263","S 08/13/24","S",
"02301-9997","AFSM100","1","466000","466F7359","1","4","08/13/24 03:42","08/13/24 04:24","5050","S 08/13/24","S",
"02301-9997","AFSM100","1","466000","466F7361","1","5","08/13/24 04:32","08/13/24 04:43","1213","S 08/13/24","S",
"02301-9997","AFSM100","1","466000","466F7BRK","1","6","08/13/24 04:55","08/13/24 05:38","6298","S 08/13/24","S",
"02301-9997","AFSM100","1","466000","466F7043","1","7","08/13/24 05:46","08/13/24 06:02","1947","S 08/13/24","S",
"02301-9997","AFSM100","1","466000","466F7368","1","8","08/13/24 06:09","08/13/24 06:27","1903","S 08/13/24","S",
"02301-9997","AFSM100","1","463000","463F0M30","3","2","08/13/24 20:04","08/13/24 20:40","21","S 08/13/24","NS",
"02301-9997","AFSM100","1","463000","463F0M30","1","3","08/13/24 20:41","08/14/24 03:18","12199","S 08/14/24","NS",
"02301-9997","APBS","2","436000","436SA023","3","2","08/07/24 14:49","08/07/24 15:22","462","S 08/07/24","NS",
"02301-9997","APBS","2","439000","439PA023","3","3","08/07/24 15:22","08/07/24 16:30","3781","S 08/07/24","NS",
"02301-9997","APBS","2","439000","439PA023","3","4","08/07/24 17:07","08/07/24 19:27","9157","S 08/07/24","NS",
"02301-9997","APBS","2","439000","439PA023","3","5","08/07/24 20:08","08/07/24 21:58","6763","S 08/07/24","NS",
"02301-9997","APBS","2","439000","439PA023","1","6","08/07/24 22:11","08/08/24 00:03","3728","S 08/07/24","NS",
"02301-9997","APBS","2","439000","439PA023","1","2","08/08/24 03:38","08/08/24 05:33","6830","S 08/08/24","NS",
"02301-9997","APBS","2","436000","436SA023","3","4","08/08/24 14:44","08/08/24 16:31","5417","S 08/08/24","NS",
"02301-9997","APBS","2","439000","439PA023","3","5","08/08/24 17:07","08/08/24 19:30","8737","S 08/08/24","NS",
"02301-9997","APBS","2","439000","439PA023","3","6","08/08/24 20:03","08/08/24 21:57","7772","S 08/08/24","NS",
"02301-9997","APBS","2","439000","439PA023","1","7","08/08/24 22:10","08/08/24 23:58","4865","S 08/09/24","NS",
"02301-9997","APBS","2","439000","439PA023","1","1","08/09/24 00:34","08/09/24 02:39","8535","S 08/09/24","NS",
"02301-9997","APBS","2","436000","436SA023","3","4","08/09/24 14:44","08/09/24 15:58","2338","S 08/09/24","NS",
"02301-9997","APBS","2","439000","439PA023","3","5","08/09/24 15:58","08/09/24 16:31","2144","S 08/09/24","NS",
"02301-9997","APBS","2","439000","439PA023","3","6","08/09/24 17:12","08/09/24 19:31","8713","S 08/09/24","NS",
"02301-9997","APBS","2","439000","439PA023","3","7","08/09/24 20:16","08/09/24 21:56","5301","S 08/09/24","NS",
"02301-9997","APBS","2","439000","439PA023","1","8","08/09/24 22:14","08/10/24 00:01","4836","S 08/10/24","NS",
"02301-9997","APBS","2","439000","439PA023","1","1","08/10/24 02:18","08/10/24 02:59","1958","S 08/10/24","NS",
"02301-9997","APBS","2","439000","439PA023","1","2","08/10/24 03:37","08/10/24 05:45","9204","S 08/10/24","NS",
"02301-9997","APBS","2","436000","436SA023","3","5","08/10/24 15:51","08/10/24 16:31","1273","S 08/10/24","NS",
"02301-9997","APBS","2","436000","436SA023","3","6","08/10/24 17:08","08/10/24 17:32","598","S 08/10/24","NS",
"02301-9997","APBS","2","439000","439PA023","3","7","08/10/24 17:46","08/10/24 19:32","3529","S 08/10/24","NS",
"02301-9997","APBS","2","439000","439PA023","3","8","08/10/24 20:10","08/10/24 22:12","4916","S 08/10/24","NS",
"02301-9997","APBS","2","439000","439PA023","1","9","08/10/24 22:24","08/10/24 23:58","3724","S 08/10/24","NS",
"02301-9997","APBS","2","439000","439PA023","1","1","08/11/24 00:41","08/11/24 02:54","7132","S 08/11/24","NS",
"02301-9997","APBS","2","439000","439PA023","1","2","08/11/24 03:38","08/11/24 04:32","2941","S 08/11/24","NS",
"02301-9997","APBS","2","439000","439PA023","1","4","08/11/24 22:17","08/11/24 23:55","3643","S 08/11/24","NS",
"02301-9997","APBS","2","439000","439PA023","1","1","08/12/24 00:37","08/12/24 02:57","9178","S 08/12/24","NS",
"02301-9997","APBS","2","439000","439PA023","1","2","08/12/24 03:39","08/12/24 05:08","5179","S 08/12/24","NS",
"02301-9997","APBS","2","436000","436SA023","3","4","08/12/24 14:49","08/12/24 16:31","1595","S 08/12/24","NS",
"02301-9997","APBS","2","439000","439PA023","3","5","08/12/24 17:10","08/12/24 19:31","8820","S 08/12/24","NS",
"02301-9997","APBS","2","439000","439PA023","3","6","08/12/24 20:17","08/12/24 21:59","4664","S 08/12/24","NS",
"02301-9997","APBS","2","439000","439PA023","1","8","08/12/24 22:45","08/12/24 23:26","2381","S 08/12/24","NS",
"02301-9997","APBS","2","439000","439PA023","1","1","08/13/24 03:21","08/13/24 04:54","5980","S 08/13/24","NS",
"02301-9997","APBS","2","436000","436SA023","3","3","08/13/24 14:50","08/13/24 16:16","3688","S 08/13/24","NS",
"02301-9997","APBS","2","439000","439PA023","3","4","08/13/24 17:59","08/13/24 19:30","4087","S 08/13/24","NS",
"02301-9997","APBS","2","439000","439PA023","3","5","08/13/24 20:04","08/13/24 22:00","8290","S 08/13/24","NS",
"02301-9997","APBS","2","439000","439PA023","1","7","08/13/24 23:39","08/14/24 02:57","10165","S 08/14/24","NS",
"02301-9997","APBS","2","439000","439PA023","1","1","08/14/24 03:38","08/14/24 05:12","4545","S 08/14/24","NS",
"02301-9997","APBS","2","439000","439PA023","3","4","08/14/24 17:12","08/14/24 19:30","8201","S 08/14/24","NS",
"02301-9997","APBS","2","439000","439PA023","3","5","08/14/24 20:07","08/14/24 21:53","4828","S 08/14/24","NS",
"02301-9997","APBS","2","439000","439PA023","1","7","08/14/24 23:29","08/15/24 00:01","1948","S 08/15/24","NS",
"02301-9997","APBS","2","439000","439PA023","1","1","08/15/24 00:41","08/15/24 02:58","7571","S 08/15/24","NS",
"02301-9997","APBS","2","439000","439PA023","1","2","08/15/24 03:37","08/15/24 05:16","5941","S 08/15/24","NS",
"02301-9997","ATU","1","207000","ATU","2","2","08/07/24 08:00","08/07/24 16:00","627","S 08/07/24","NS",
"02301-9997","ATU","1","207000","ATU","1","1","08/08/24 00:00","08/08/24 08:00","261","S 08/08/24","NS",
"02301-9997","ATU","1","207000","ATU","2","2","08/08/24 08:00","08/08/24 16:00","398","S 08/08/24","NS",
"02301-9997","ATU","1","207000","ATU","2","2","08/09/24 08:00","08/09/24 16:00","263","S 08/09/24","NS",
"02301-9997","ATU","1","207000","ATU","1","1","08/11/24 00:00","08/11/24 08:00","116","S 08/11/24","NS",
"02301-9997","ATU","1","207000","ATU","2","2","08/11/24 08:00","08/11/24 08:58","54","S 08/11/24","NS",
"02301-9997","ATU","1","207000","ATU","2","3","08/11/24 09:02","08/11/24 09:17","38","S 08/11/24","NS",
"02301-9997","ATU","1","207000","ATU","2","4","08/11/24 09:23","08/11/24 16:00","565","S 08/11/24","NS",
"02301-9997","ATU","1","207000","ATU","1","1","08/15/24 00:00","08/15/24 07:39","3","S 08/15/24","NS",
"02301-9997","ATU","2","207000","ATU","2","2","08/07/24 08:00","08/07/24 16:00","856","S 08/07/24","NS",
"02301-9997","ATU","2","207000","ATU","3","3","08/07/24 16:00","08/08/24 00:00","152","S 08/08/24","NS",
"02301-9997","ATU","2","207000","ATU","1","1","08/08/24 00:00","08/08/24 08:00","326","S 08/08/24","NS",
"02301-9997","ATU","2","207000","ATU","2","2","08/08/24 08:00","08/08/24 16:00","1655","S 08/08/24","NS",
"02301-9997","ATU","2","207000","ATU","3","3","08/08/24 16:00","08/09/24 00:00","568","S 08/09/24","NS",
"02301-9997","ATU","2","207000","ATU","1","1","08/09/24 00:00","08/09/24 08:00","502","S 08/09/24","NS",
"02301-9997","ATU","2","207000","ATU","2","2","08/09/24 08:00","08/09/24 16:00","1228","S 08/09/24","NS",
"02301-9997","ATU","2","207000","ATU","3","3","08/09/24 16:00","08/10/24 00:00","403","S 08/10/24","NS",
"02301-9997","ATU","2","207000","ATU","1","1","08/10/24 00:00","08/10/24 08:00","1194","S 08/10/24","NS",
