Site,MType,MNo,Op No.,Sort Program,Tour,Run#,Start,End,Fed,MODS,DOIS
"02301-9997","AFCS200","2","004000","004FA023.STF","3","5","07/12/24 19:16","07/12/24 23:13","57619","S 07/12/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","8","07/15/24 19:12","07/15/24 23:06","57871","S 07/15/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","5","07/16/24 19:13","07/16/24 22:43","53133","S 07/16/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","07/17/24 17:37","07/17/24 18:32","8225","S 07/17/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","7","07/17/24 19:17","07/17/24 22:46","46569","S 07/17/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","5","07/18/24 19:28","07/18/24 23:13","54215","S 07/18/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","7","07/19/24 17:45","07/19/24 22:11","59698","S 07/19/24","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","07/12/24 19:19","07/12/24 23:24","35041","S 07/12/24","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","7","07/15/24 19:13","07/15/24 23:10","39445","S 07/15/24","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","5","07/16/24 19:14","07/16/24 22:52","37315","S 07/16/24","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","07/17/24 19:14","07/17/24 22:17","32399","S 07/17/24","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","7","07/18/24 19:20","07/18/24 23:04","28653","S 07/18/24","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","5","07/19/24 19:21","07/19/24 22:10","27511","S 07/19/24","NS",
"02301-9997","AFSM100","4","463000","463F0M30","2","3","07/12/24 12:05","07/12/24 13:20","7477","S 07/12/24","NS",
"02301-9997","AFSM100","4","463000","463F0M30","3","4","07/12/24 14:42","07/12/24 16:29","22746","S 07/12/24","NS",
"02301-9997","AFSM100","4","463000","463F0M30","3","1","07/12/24 17:04","07/12/24 18:52","7789","S 07/12/24","NS",
"02301-9997","AFSM100","4","463000","463F0M30","3","2","07/12/24 19:19","07/12/24 19:40","1309","S 07/12/24","NS",
"02301-9997","AFSM100","4","461000","461F0OGP","3","3","07/12/24 19:53","07/12/24 23:38","16890","S 07/12/24","NS",
"02301-9997","AFSM100","4","462000","462F0OVR","1","1","07/12/24 23:43","07/13/24 00:04","1838","S 07/13/24","NS",
"02301-9997","AFSM100","4","466000","466F7025","1","2","07/13/24 00:22","07/13/24 01:18","6560","S 07/13/24","S",
"02301-9997","AFSM100","4","466000","466F7343","1","3","07/13/24 01:24","07/13/24 02:10","5676","S 07/13/24","S",
"02301-9997","AFSM100","4","466000","466F7072","1","4","07/13/24 02:34","07/13/24 03:54","6813","S 07/13/24","S",
"02301-9997","AFSM100","4","466000","466F7359","1","5","07/13/24 04:07","07/13/24 04:53","6535","S 07/13/24","S",
"02301-9997","AFSM100","4","466000","466F7361","1","6","07/13/24 05:00","07/13/24 05:20","2732","S 07/13/24","S",
"02301-9997","AFSM100","4","466000","466F7BRK","1","7","07/13/24 05:25","07/13/24 05:40","2076","S 07/13/24","S",
"02301-9997","AFSM100","4","466000","466F7043","1","8","07/13/24 05:45","07/13/24 06:04","1861","S 07/13/24","S",
"02301-9997","AFSM100","4","466000","466F7368","1","9","07/13/24 06:07","07/13/24 06:22","1815","S 07/13/24","S",
"02301-9997","AFSM100","4","466000","466F7368","3","1","07/13/24 23:21","07/14/24 00:08","5984","S 07/15/24","S",
"02301-9997","AFSM100","4","463000","463F0M30","1","2","07/14/24 00:16","07/14/24 01:14","8158","S 07/14/24","NS",
"02301-9997","AFSM100","4","463000","463F0M30","1","3","07/14/24 02:11","07/14/24 05:37","15590","S 07/14/24","NS",
"02301-9997","AFSM100","4","463000","463F0M30","3","1","07/14/24 16:17","07/14/24 16:53","5406","S 07/14/24","NS",
"02301-9997","AFSM100","4","463000","463F0M30","3","2","07/14/24 17:38","07/14/24 20:02","7168","S 07/14/24","NS",
"02301-9997","AFSM100","4","466000","466F7025","3","3","07/14/24 20:39","07/14/24 21:22","6383","S 07/14/24","S",
"02301-9997","AFSM100","4","466000","466F7343","3","4","07/14/24 21:43","07/14/24 22:12","5069","S 07/14/24","S",
"02301-9997","AFSM100","4","466000","466F7368","3","5","07/14/24 22:14","07/14/24 23:01","6571","S 07/14/24","S",
"02301-9997","AFSM100","4","466000","466F7043","1","1","07/14/24 23:18","07/15/24 00:39","13850","S 07/15/24","S",
"02301-9997","AFSM100","4","466000","466F7359","1","2","07/15/24 00:52","07/15/24 02:33","5789","S 07/15/24","S",
"02301-9997","AFSM100","4","466000","466F7072","1","3","07/15/24 02:40","07/15/24 03:17","5857","S 07/15/24","S",
"02301-9997","AFSM100","4","466000","466F7361","1","4","07/15/24 03:26","07/15/24 05:03","7961","S 07/15/24","S",
"02301-9997","AFSM100","4","466000","466F7BRK","1","5","07/15/24 05:09","07/15/24 07:06","7530","S 07/15/24","S",
