Site,MType,MNo,Op No.,Sort Program,Tour,Run#,Start,End,Fed,MODS,DOIS
"02301-9997","ATU","2","207000","ATU","2","3","04/21/24 07:00","04/21/24 15:00","765","S 04/21/24","NS",
"02301-9997","LCTS","2","619000","619Z023T","2","1","04/21/24 07:00","04/21/24 15:00","2000","S 04/21/24","NS",
"02301-9997","LCTS","1","619000","619Z0231","2","1","04/21/24 07:00","04/21/24 15:00","440","S 04/21/24","NS",
"02301-9997","ATU","1","207000","ATU","2","2","04/21/24 07:00","04/21/24 15:00","421","S 04/21/24","NS",
"02301-9997","DIOSS","10","483000","483FIM00","2","1","04/21/24 07:06","04/21/24 08:53","34812","S 04/21/24","NS",
"02301-9997","DIOSS","6","483000","483FIM00","2","1","04/21/24 07:06","04/21/24 08:53","35509","S 04/21/24","NS",
"02301-9997","PSS","1","233000","PSS-RUN-233","2","1","04/21/24 07:13","04/21/24 07:32","27","S 04/21/24","NS",
"02301-9997","LCREM","1","490000","490F0023","2","1","04/21/24 07:43","04/21/24 09:44","3055","S 04/21/24","NS",
"02301-9997","DIOSS","11","483000","483FIM00","2","1","04/21/24 08:04","04/21/24 10:55","36128","S 04/21/24","NS",
"02301-9997","DIOSS","10","483000","483FIM00","2","2","04/21/24 09:32","04/21/24 10:52","26122","S 04/21/24","NS",
"02301-9997","DIOSS","6","483000","483FIM00","2","2","04/21/24 09:34","04/21/24 10:53","18527","S 04/21/24","NS",
"02301-9997","LCREM","1","487000","487F0023","2","2","04/21/24 09:45","04/21/24 09:56","644","S 04/21/24","NS",
"02301-9997","PSS","1","325000","PSS-RUN-325","2","1","04/21/24 09:59","04/21/24 10:11","3","S 04/22/24","NS",
"02301-9997","MSA","1","308000","MSA-RUN-308","2","1","04/21/24 10:30","04/21/24 10:44","29","S 04/22/24","NS",
"02301-9997","DBCS","5","918000","LV02021U","2","2","04/21/24 11:11","04/21/24 12:22","20280","S 04/21/24","S",
"02301-9997","DIOSS","11","483000","483FIM00","2","2","04/21/24 11:13","04/21/24 11:28","5814","S 04/21/24","NS",
"02301-9997","DBCS","1","918000","LV02090U","2","1","04/21/24 11:16","04/21/24 12:55","26184","S 04/21/24","S",
"02301-9997","DBCS","4","918000","LV02061U","2","1","04/21/24 11:18","04/21/24 11:58","10806","S 04/21/24","NS",
"02301-9997","DIOSS","10","483000","483FIM00","2","3","04/21/24 11:32","04/21/24 14:10","30342","S 04/21/24","NS",
"02301-9997","MSA","1","308000","MSA-RUN-308","2","1","04/21/24 11:32","04/21/24 12:32","48","S 04/22/24","NS",
"02301-9997","DIOSS","11","483000","483FIM00","2","3","04/21/24 11:34","04/21/24 13:27","34571","S 04/21/24","NS",
"02301-9997","DBCS","3","918000","LV02330U","2","1","04/21/24 11:35","04/21/24 12:58","26552","S 04/21/24","NS",
"02301-9997","DIOSS","6","483000","483FIM00","2","3","04/21/24 11:36","04/21/24 12:52","21592","S 04/21/24","NS",
"02301-9997","DBCS","8","893000","893FIM00","2","1","04/21/24 11:37","04/21/24 12:48","20737","S 04/21/24","NS",
"02301-9997","DBCS","2","918000","LV02360U","2","1","04/21/24 11:48","04/21/24 12:53","23608","S 04/21/24","NS",
"02301-9997","DBCS","4","918000","LV02061U","2","2","04/21/24 12:06","04/21/24 12:13","1968","S 04/21/24","NS",
"02301-9997","PSS","5","325000","PSS-RUN-325","2","1","04/21/24 12:09","04/21/24 12:36","16","S 04/22/24","NS",
"02301-9997","PSS","4","325000","PSS-RUN-325","2","1","04/21/24 12:21","04/21/24 12:44","46","S 04/22/24","NS",
"02301-9997","DBCS","4","918000","LV02061U","2","3","04/21/24 12:29","04/21/24 12:55","6097","S 04/21/24","NS",
"02301-9997","DBCS","5","918000","LV02021U","2","3","04/21/24 12:36","04/21/24 13:23","18449","S 04/21/24","S",
"02301-9997","DIOSS","6","483000","483FIM00","2","4","04/21/24 12:57","04/21/24 14:01","19072","S 04/21/24","NS",
"02301-9997","DBCS","8","893000","893FIM00","2","2","04/21/24 12:57","04/21/24 13:20","7721","S 04/21/24","NS",
"02301-9997","PSS","4","325000","PSS-RUN-325","2","1","04/21/24 13:13","04/21/24 14:47","132","S 04/22/24","NS",
"02301-9997","DBCS","2","918000","LV02360U","2","2","04/21/24 13:34","04/21/24 14:19","12562","S 04/21/24","NS",
"02301-9997","DIOSS","11","483000","483FIM00","2","4","04/21/24 13:37","04/21/24 14:37","19207","S 04/21/24","NS",
"02301-9997","DBCS","4","918000","LV02061U","2","4","04/21/24 14:02","04/21/24 15:16","27726","S 04/21/24","NS",
"02301-9997","DBCS","3","918000","LV02330U","2","2","04/21/24 14:05","04/21/24 14:26","9459","S 04/21/24","NS",
"02301-9997","DBCS","5","918000","LV02021U","2","4","04/21/24 14:06","04/21/24 14:20","5051","S 04/21/24","S",
"02301-9997","DBCS","1","918000","LV02090U","3","2","04/21/24 14:09","04/21/24 16:15","43652","S 04/21/24","S",
"02301-9997","MSA","1","308000","MSA-RUN-308","2","1","04/21/24 14:10","04/21/24 14:11","2","S 04/22/24","NS",
"02301-9997","DBCS","8","918000","LV02018U","3","3","04/21/24 14:13","04/21/24 16:17","46223","S 04/21/24","S",
"02301-9997","DBCS","2","918000","LV02360U","3","3","04/21/24 14:25","04/21/24 16:17","43976","S 04/21/24","NS",
"02301-9997","DBCS","5","918000","LV02021U","2","5","04/21/24 14:32","04/21/24 15:13","15355","S 04/21/24","S",
"02301-9997","DBCS","3","918000","LV02330U","2","3","04/21/24 14:34","04/21/24 15:06","15997","S 04/21/24","NS",
"02301-9997","MSA","1","308000","MSA-RUN-308","3","1","04/21/24 14:36","04/21/24 15:47","82","S 04/22/24","NS",
"02301-9997","AFSM100","4","466000","466F7BRK","3","4","04/21/24 14:42","04/21/24 15:20","3255","S 04/21/24","S",
"02301-9997","ATU","1","207000","ATU","3","3","04/21/24 15:00","04/21/24 23:00","561","S 04/21/24","NS",
"02301-9997","LCTS","1","619000","619Z0231","3","2","04/21/24 15:00","04/21/24 23:00","794","S 04/21/24","NS",
"02301-9997","PSS","2","324000","PSS-RUN-324","3","1","04/21/24 15:16","04/21/24 15:21","3","S 04/22/24","NS",
"02301-9997","PSS","1","325000","PSS-RUN-325","3","1","04/21/24 15:17","04/21/24 16:42","112","S 04/22/24","NS",
"02301-9997","PSS","4","325000","PSS-RUN-325","3","1","04/21/24 15:20","04/21/24 15:22","17","S 04/22/24","NS",
"02301-9997","DIOSS","11","918000","LV02301U","3","5","04/21/24 15:21","04/21/24 16:19","16382","S 04/21/24","S",
"02301-9997","DBCS","3","919000","LV02330U-2","3","4","04/21/24 15:30","04/21/24 16:26","32541","S 04/21/24","S",
"02301-9997","DBCS","4","919000","LV02061U-2","3","5","04/21/24 15:37","04/21/24 16:26","22145","S 04/21/24","S",
"02301-9997","MSA","2","308000","MSA-RUN-308","3","1","04/21/24 15:41","04/21/24 15:45","10","S 04/22/24","NS",
"02301-9997","PSS","4","325000","PSS-RUN-325","3","1","04/21/24 15:44","04/21/24 16:49","95","S 04/22/24","NS",
"02301-9997","PSS","3","325000","PSS-RUN-325","3","1","04/21/24 15:52","04/21/24 16:22","63","S 04/22/24","NS",
"02301-9997","DBCS","5","919000","LV02021U-2","3","6","04/21/24 15:59","04/21/24 16:25","9062","S 04/21/24","S",
"02301-9997","MSA","1","308000","MSA-RUN-308","3","1","04/21/24 16:14","04/21/24 16:30","4","S 04/22/24","NS",
"02301-9997","MSA","2","308000","MSA-RUN-308","3","1","04/21/24 16:20","04/21/24 16:20","1","S 04/22/24","NS",
"02301-9997","PSS","3","325000","PSS-RUN-325","3","1","04/21/24 16:50","04/21/24 17:23","57","S 04/22/24","NS",
"02301-9997","MSA","2","308000","MSA-RUN-308","3","1","04/21/24 16:52","04/21/24 16:52","1","S 04/22/24","NS",
"02301-9997","DBCS","1","919000","LV02090U-2","3","3","04/21/24 17:01","04/21/24 18:53","55543","S 04/21/24","S",
"02301-9997","DBCS","3","919000","LV02330U-2","3","5","04/21/24 17:01","04/21/24 18:53","61100","S 04/21/24","S",
"02301-9997","DBCS","4","919000","LV02061U-2","3","6","04/21/24 17:02","04/21/24 18:43","46275","S 04/21/24","S",
"02301-9997","DBCS","2","919000","LV02360U-2","3","4","04/21/24 17:04","04/21/24 18:55","64315","S 04/21/24","S",
"02301-9997","DBCS","5","919000","LV02021U-2","3","7","04/21/24 17:08","04/21/24 18:51","42302","S 04/21/24","S",
"02301-9997","DIOSS","11","918000","LV02301U","3","6","04/21/24 17:09","04/21/24 17:57","16451","S 04/21/24","S",
"02301-9997","MSA","2","308000","MSA-RUN-308","3","1","04/21/24 17:13","04/21/24 17:23","3","S 04/22/24","NS",
"02301-9997","DBCS","8","919000","LV02018U-2","3","4","04/21/24 17:19","04/21/24 18:54","40364","S 04/21/24","S",
"02301-9997","PSS","1","325000","PSS-RUN-325","3","1","04/21/24 17:31","04/21/24 17:46","30","S 04/22/24","NS",
"02301-9997","MSA","1","308000","MSA-RUN-308","3","1","04/21/24 17:45","04/21/24 17:55","18","S 04/22/24","NS",
"02301-9997","PSS","4","325000","PSS-RUN-325","3","1","04/21/24 18:05","04/21/24 18:14","40","S 04/22/24","NS",
"02301-9997","MSA","2","308000","MSA-RUN-308","3","1","04/21/24 18:05","04/21/24 18:19","3","S 04/22/24","NS",
"02301-9997","PSS","3","325000","PSS-RUN-325","3","1","04/21/24 18:10","04/21/24 19:41","113","S 04/22/24","NS",
"02301-9997","PSS","1","325000","PSS-RUN-325","3","1","04/21/24 18:33","04/21/24 19:39","127","S 04/22/24","NS",
"02301-9997","MSA","1","308000","MSA-RUN-308","3","1","04/21/24 18:42","04/21/24 19:37","57","S 04/22/24","NS",
"02301-9997","DBCS","4","919000","LV02061U-2","3","7","04/21/24 18:44","04/21/24 18:50","1431","S 04/21/24","S",
"02301-9997","DIOSS","11","918000","LV02301U","3","7","04/21/24 18:48","04/21/24 19:54","22417","S 04/21/24","S",
"02301-9997","MSA","2","308000","MSA-RUN-308","3","1","04/21/24 18:59","04/21/24 18:59","1","S 04/22/24","NS",
"02301-9997","DBCS","2","919000","LV02360U-2","3","5","04/21/24 19:10","04/21/24 20:24","32856","S 04/21/24","S",
"02301-9997","DBCS","3","896000","896FA330","3","6","04/21/24 19:12","04/21/24 19:22","4103","S 04/21/24","S",
"02301-9997","DBCS","1","919000","LV02090U-2","3","4","04/21/24 19:12","04/21/24 20:15","26716","S 04/21/24","S",
"02301-9997","DBCS","4","919000","LV02061U-2","3","8","04/21/24 19:12","04/21/24 19:32","8870","S 04/21/24","S",
"02301-9997","DBCS","5","919000","LV02021U-2","3","8","04/21/24 19:17","04/21/24 20:58","44623","S 04/21/24","S",
"02301-9997","AFSM100","4","463000","463F0M30","3","1","04/21/24 19:19","04/21/24 21:15","9241","S 04/21/24","NS",
"02301-9997","DIOSS","10","918000","LV02302U","3","11","04/21/24 19:20","04/21/24 21:12","51426","S 04/21/24","S",
"02301-9997","DBCS","4","896000","896FA061","3","9","04/21/24 19:41","04/21/24 19:58","5171","S 04/21/24","S",
"02301-9997","DBCS","3","918000","LV02341U","3","7","04/21/24 19:43","04/21/24 20:53","24655","S 04/21/24","S",
"02301-9997","DIOSS","11","919000","LV02301U-2","3","8","04/21/24 20:09","04/21/24 20:53","21626","S 04/21/24","S",
"02301-9997","DBCS","4","918000","LV02333U","3","10","04/21/24 20:14","04/21/24 21:56","38125","S 04/21/24","S",
"02301-9997","PSS","3","325000","PSS-RUN-325","3","1","04/21/24 20:16","04/21/24 20:46","40","S 04/22/24","NS",
"02301-9997","MSA","2","308000","MSA-RUN-308","3","1","04/21/24 20:23","04/21/24 20:41","2","S 04/22/24","NS",
"02301-9997","DBCS","1","896000","896FA090","3","5","04/21/24 20:23","04/21/24 22:04","3453","S 04/21/24","S",
"02301-9997","DBCS","2","896000","896FA360","3","6","04/21/24 20:37","04/21/24 20:44","3439","S 04/21/24","S",
"02301-9997","DBCS","5","896000","896FA021","3","9","04/21/24 21:02","04/21/24 21:23","2776","S 04/21/24","S",
"02301-9997","DBCS","2","918000","LV02382U","3","7","04/21/24 21:08","04/21/24 21:48","8109","S 04/21/24","NS",
"02301-9997","PSS","3","325000","PSS-RUN-325","3","1","04/21/24 21:18","04/21/24 21:20","10","S 04/22/24","NS",
"02301-9997","DBCS","3","918000","LV02341U","3","8","04/21/24 21:32","04/21/24 22:31","22660","S 04/21/24","S",
