Site,MType,MNo,Op No.,Sort Program,Tour,Run#,Start,End,Fed,MODS,DOIS
"02301-9997","AFCS200","2","004000","004FA023.STF","3","5","01/10/25 16:42","01/10/25 17:09","1567","S 01/10/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","01/10/25 17:15","01/10/25 17:20","163","S 01/10/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","7","01/10/25 19:15","01/11/25 02:27","95312","S 01/11/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","7","01/13/25 16:50","01/13/25 23:24","86983","S 01/13/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","9","01/14/25 17:09","01/14/25 18:03","1721","S 01/14/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","10","01/14/25 18:11","01/14/25 22:35","40344","S 01/14/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","5","01/15/25 18:08","01/15/25 19:36","9471","S 01/15/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","7","01/15/25 20:05","01/15/25 20:18","4259","S 01/15/25","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","9","01/15/25 20:53","01/15/25 23:14","32911","S 01/15/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","7","01/10/25 16:41","01/10/25 17:20","6802","S 01/10/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","8","01/10/25 19:17","01/10/25 23:25","41526","S 01/10/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","1","9","01/10/25 23:31","01/11/25 02:17","32895","S 01/11/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","8","01/13/25 18:19","01/13/25 18:42","427","S 01/13/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","9","01/13/25 18:44","01/13/25 23:27","40342","S 01/13/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","01/14/25 17:04","01/14/25 17:20","2832","S 01/14/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","7","01/14/25 17:21","01/14/25 21:54","51992","S 01/14/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","8","01/14/25 22:23","01/14/25 22:36","1589","S 01/14/25","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","5","01/15/25 18:02","01/15/25 23:17","55369","S 01/15/25","NS",
"02301-9997","AFSM100","1","463000","463F0M30","3","4","01/09/25 14:49","01/09/25 16:49","14867","S 01/09/25","NS",
"02301-9997","AFSM100","1","463000","463F0M30","3","1","01/09/25 17:28","01/09/25 18:44","8874","S 01/09/25","NS",
"02301-9997","AFSM100","1","466000","466F7025","3","2","01/09/25 19:22","01/09/25 19:44","3529","S 01/09/25","S",
"02301-9997","AFSM100","1","466000","466F7343","3","3","01/09/25 19:58","01/09/25 20:19","3172","S 01/09/25","S",
"02301-9997","AFSM100","1","461000","461F0OGP","3","4","01/09/25 20:27","01/09/25 22:46","8807","S 01/09/25","NS",
"02301-9997","AFSM100","1","462000","462F0OVR","1","1","01/09/25 23:16","01/09/25 23:29","695","S 01/09/25","NS",
"02301-9997","AFSM100","1","466000","466F7BRK","1","2","01/09/25 23:55","01/10/25 00:30","3258","S 01/10/25","S",
"02301-9997","AFSM100","1","466000","466F7368","1","3","01/10/25 00:38","01/10/25 00:59","3760","S 01/10/25","S",
"02301-9997","AFSM100","1","466000","466F7368","1","4","01/10/25 01:39","01/10/25 01:53","515","S 01/10/25","S",
"02301-9997","AFSM100","1","466000","466F7072","1","5","01/10/25 02:05","01/10/25 02:28","3750","S 01/10/25","S",
"02301-9997","AFSM100","1","466000","466F7359","1","6","01/10/25 02:36","01/10/25 03:11","4372","S 01/10/25","S",
"02301-9997","AFSM100","1","466000","466F7361","1","7","01/10/25 03:19","01/10/25 03:52","3584","S 01/10/25","S",
"02301-9997","AFSM100","1","466000","466F7043","1","8","01/10/25 04:01","01/10/25 04:44","5304","S 01/10/25","S",
"02301-9997","AFSM100","1","463000","463F0M30","3","1","01/10/25 15:06","01/10/25 15:54","3624","S 01/10/25","NS",
"02301-9997","AFSM100","1","463000","463F0M30","3","2","01/10/25 17:23","01/10/25 18:23","7587","S 01/10/25","NS",
