Site,MType,MNo,Op No.,Sort Program,Tour,Run#,Start,End,Fed,MODS,DOIS
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","12/26/23 17:22","12/26/23 18:55","28846","S 12/26/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","7","12/26/23 19:18","12/26/23 21:01","31313","S 12/26/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","8","12/26/23 21:03","12/26/23 22:59","36880","S 12/26/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","5","12/27/23 19:13","12/27/23 23:05","67469","S 12/27/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","12/28/23 19:13","12/28/23 22:07","44951","S 12/28/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","7","12/28/23 22:15","12/28/23 22:25","820","S 12/28/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","8","12/28/23 22:28","12/28/23 23:03","9850","S 12/28/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","5","12/29/23 18:31","12/29/23 18:58","7403","S 12/29/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","12/29/23 19:11","12/29/23 20:52","32083","S 12/29/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","7","12/29/23 21:17","12/29/23 23:29","39376","S 12/29/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","5","12/26/23 19:12","12/26/23 21:36","29366","S 12/26/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","12/26/23 21:38","12/26/23 22:06","3245","S 12/26/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","7","12/26/23 22:11","12/26/23 22:58","9803","S 12/26/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","2","5","12/27/23 09:17","12/27/23 09:21","1","S 12/27/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","7","12/27/23 19:13","12/27/23 21:48","25591","S 12/27/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","8","12/27/23 21:55","12/27/23 23:12","12511","S 12/27/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","5","12/28/23 18:13","12/28/23 19:00","7437","S 12/28/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","12/28/23 19:12","12/28/23 22:17","32569","S 12/28/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","7","12/28/23 22:18","12/28/23 23:21","12776","S 12/28/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","5","12/29/23 19:11","12/29/23 22:33","23829","S 12/29/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","1","6","12/29/23 22:35","12/30/23 00:17","10707","S 12/30/23","NS",
"02301-9997","AFSM100","4","466000","466F7343","2","3","12/25/23 12:33","12/25/23 13:21","1828","S 12/25/23","S",
"02301-9997","AFSM100","4","466000","466F7072","2","4","12/25/23 13:21","12/25/23 14:40","2458","S 12/25/23","S",
"02301-9997","AFSM100","4","466000","466F7072","2","5","12/25/23 14:40","12/25/23 15:14","573","S 12/25/23","S",
"02301-9997","AFSM100","4","466000","466F7361","3","1","12/25/23 15:15","12/25/23 15:55","3336","S 12/25/23","S",
"02301-9997","AFSM100","4","463000","463F0M30","3","2","12/25/23 15:56","12/25/23 16:59","6427","S 12/25/23","NS",
"02301-9997","AFSM100","4","463000","463F0M30","3","3","12/25/23 19:13","12/25/23 20:27","9233","S 12/25/23","NS",
"02301-9997","AFSM100","4","466000","466F7025","3","4","12/25/23 21:31","12/25/23 21:53","1452","S 12/25/23","S",
"02301-9997","AFSM100","4","466000","466F7025","3","5","12/25/23 22:35","12/25/23 22:42","286","S 12/25/23","S",
"02301-9997","AFSM100","4","466000","466F7343","1","6","12/25/23 22:50","12/25/23 23:42","2162","S 12/25/23","S",
"02301-9997","AFSM100","4","466000","466F7359","1","1","12/25/23 23:59","12/26/23 00:25","2502","S 12/26/23","S",
"02301-9997","AFSM100","4","466000","466F7359","1","2","12/26/23 01:03","12/26/23 01:10","329","S 12/26/23","S",
"02301-9997","AFSM100","4","466000","466F7072","1","3","12/26/23 01:15","12/26/23 01:29","1626","S 12/26/23","S",
