Site,MType,MNo,Op No.,Sort Program,Tour,Run#,Start,End,Fed,MODS,DOIS
"02301-9997","AFCS200","2","004000","004FA023.STF","3","8","11/14/24 17:35","11/14/24 18:12","1531","S 11/14/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","9","11/14/24 18:12","11/14/24 22:01","50457","S 11/14/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","8","11/15/24 17:41","11/15/24 17:53","731","S 11/15/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","10","11/15/24 19:36","11/15/24 22:31","25858","S 11/15/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","10","11/18/24 18:16","11/18/24 22:21","54765","S 11/18/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","7","11/19/24 17:08","11/19/24 17:49","3104","S 11/19/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","8","11/19/24 17:56","11/19/24 22:20","43888","S 11/19/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","7","11/20/24 17:16","11/20/24 23:06","46603","S 11/20/24","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","7","11/14/24 17:38","11/14/24 18:22","11120","S 11/14/24","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","8","11/14/24 18:25","11/14/24 18:41","2727","S 11/14/24","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","9","11/14/24 19:16","11/14/24 22:14","42352","S 11/14/24","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","11","11/15/24 17:01","11/15/24 22:25","76583","S 11/15/24","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","13","11/18/24 17:22","11/18/24 22:24","58695","S 11/18/24","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","11/19/24 17:09","11/19/24 17:50","3044","S 11/19/24","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","7","11/19/24 17:55","11/19/24 22:21","49561","S 11/19/24","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","11/20/24 17:15","11/20/24 23:28","61320","S 11/20/24","NS",
"02301-9997","AFSM100","1","466000","466F7043","2","5","11/14/24 12:27","11/14/24 13:02","6641","S 11/14/24","S",
"02301-9997","AFSM100","1","466000","466F7043","2","6","11/14/24 13:33","11/14/24 14:28","7794","S 11/14/24","S",
"02301-9997","AFSM100","1","463000","463F0M30","3","7","11/14/24 14:38","11/14/24 15:55","14771","S 11/14/24","NS",
"02301-9997","AFSM100","1","463000","463F0M30","3","1","11/14/24 16:02","11/14/24 17:01","10532","S 11/14/24","NS",
"02301-9997","AFSM100","1","463000","463F0M30","3","2","11/14/24 17:34","11/14/24 18:56","9562","S 11/14/24","NS",
"02301-9997","AFSM100","1","461000","461F0OGP","3","3","11/14/24 19:17","11/14/24 20:05","5209","S 11/14/24","NS",
"02301-9997","AFSM100","1","461000","461F0OGP","3","4","11/14/24 20:06","11/14/24 22:43","13527","S 11/14/24","NS",
"02301-9997","AFSM100","1","462000","462F0OVR","1","5","11/14/24 22:54","11/14/24 23:28","2357","S 11/14/24","NS",
"02301-9997","AFSM100","1","466000","466F7025","1","1","11/14/24 23:33","11/15/24 00:21","7836","S 11/15/24","S",
"02301-9997","AFSM100","1","466000","466F7343","1","2","11/15/24 00:28","11/15/24 01:02","5657","S 11/15/24","S",
"02301-9997","AFSM100","1","466000","466F7BRK","1","3","11/15/24 01:50","11/15/24 02:30","5360","S 11/15/24","S",
"02301-9997","AFSM100","1","466000","466F7361","1","4","11/15/24 02:40","11/15/24 03:25","9708","S 11/15/24","S",
"02301-9997","AFSM100","1","466000","466F7359","1","5","11/15/24 03:35","11/15/24 04:39","13212","S 11/15/24","S",
"02301-9997","AFSM100","1","466000","466F7043","1","7","11/15/24 04:51","11/15/24 05:31","5904","S 11/15/24","S",
