Site,MType,MNo,Op No.,Sort Program,Tour,Run#,Start,End,Fed,MODS,DOIS
"02301-9997","DBCS","8","893000","893FIM00","2","7","02/25/24 06:51","02/25/24 08:22","237","S 02/25/24","NS",
"02301-9997","LCTS","2","619000","619Z023T","2","1","02/25/24 07:00","02/25/24 15:00","1386","S 02/25/24","NS",
"02301-9997","ATU","2","207000","ATU","2","3","02/25/24 07:00","02/25/24 15:00","966","S 02/25/24","NS",
"02301-9997","LCTS","1","619000","619Z0231","2","1","02/25/24 07:00","02/25/24 15:00","2","S 02/25/24","NS",
"02301-9997","DIOSS","6","483000","483FIM00","2","1","02/25/24 07:05","02/25/24 08:53","19957","S 02/25/24","NS",
"02301-9997","DIOSS","10","483000","483FIM00","2","1","02/25/24 07:07","02/25/24 07:36","9410","S 02/25/24","NS",
"02301-9997","PSS","1","233000","PSS-RUN-233","2","1","02/25/24 07:32","02/25/24 07:38","16","S 02/25/24","NS",
"02301-9997","DIOSS","10","893000","893FIM00","2","2","02/25/24 07:36","02/25/24 07:52","3896","S 02/25/24","NS",
"02301-9997","DIOSS","10","483000","483FIM00","2","3","02/25/24 07:52","02/25/24 08:52","11982","S 02/25/24","NS",
"02301-9997","DBCS","8","893000","893FIM00","2","1","02/25/24 08:23","02/25/24 09:28","17805","S 02/25/24","NS",
"02301-9997","PSS","1","233000","PSS-RUN-233","2","1","02/25/24 08:25","02/25/24 08:27","8","S 02/26/24","NS",
"02301-9997","DIOSS","6","483000","483FIM00","2","2","02/25/24 09:35","02/25/24 10:28","11853","S 02/25/24","NS",
"02301-9997","PSS","1","233000","PSS-RUN-233","2","1","02/25/24 09:35","02/25/24 09:47","4","S 02/26/24","NS",
"02301-9997","DIOSS","10","483000","483FIM00","2","4","02/25/24 09:35","02/25/24 09:53","1929","S 02/25/24","NS",
"02301-9997","DIOSS","10","893000","893FIM00","2","5","02/25/24 09:55","02/25/24 10:02","1130","S 02/25/24","NS",
"02301-9997","DBCS","8","893000","893FIM00","2","2","02/25/24 10:01","02/25/24 10:53","4800","S 02/25/24","NS",
"02301-9997","DIOSS","10","483000","483FIM00","2","6","02/25/24 10:03","02/25/24 10:53","15732","S 02/25/24","NS",
"02301-9997","PSS","1","233000","PSS-RUN-233","2","1","02/25/24 10:10","02/25/24 10:11","7","S 02/26/24","NS",
"02301-9997","DIOSS","6","483000","483FIM00","2","3","02/25/24 10:35","02/25/24 10:52","3278","S 02/25/24","NS",
"02301-9997","DBCS","8","893000","893FIM00","2","3","02/25/24 11:14","02/25/24 11:42","8076","S 02/25/24","NS",
"02301-9997","DBCS","3","918000","LV02330U","2","1","02/25/24 11:14","02/25/24 13:13","39181","S 02/25/24","NS",
"02301-9997","DBCS","5","918000","LV02021U","2","1","02/25/24 11:18","02/25/24 12:12","17025","S 02/25/24","S",
"02301-9997","DBCS","2","918000","LV02360U","2","3","02/25/24 11:20","02/25/24 12:25","23636","S 02/25/24","NS",
"02301-9997","DBCS","1","918000","LV02090U","2","3","02/25/24 11:20","02/25/24 12:51","31371","S 02/25/24","S",
"02301-9997","DIOSS","11","483000","483FIM00","2","1","02/25/24 11:27","02/25/24 11:52","152","S 02/25/24","NS",
"02301-9997","DIOSS","6","483000","483FIM00","2","4","02/25/24 11:32","02/25/24 12:54","16147","S 02/25/24","NS",
"02301-9997","MSA","1","308000","MSA-RUN-308","2","1","02/25/24 11:37","02/25/24 12:16","27","S 02/26/24","NS",
"02301-9997","DIOSS","10","483000","483FIM00","2","7","02/25/24 11:41","02/25/24 12:37","16428","S 02/25/24","NS",
"02301-9997","DBCS","4","918000","LV02061U","2","1","02/25/24 11:48","02/25/24 13:22","32880","S 02/25/24","S",
"02301-9997","DIOSS","11","483000","483FIM00","2","2","02/25/24 11:58","02/25/24 12:51","17507","S 02/25/24","NS",
"02301-9997","PSS","4","325000","PSS-RUN-325","2","1","02/25/24 12:01","02/25/24 13:40","148","S 02/26/24","NS",
"02301-9997","DBCS","8","918000","LV02018U","2","4","02/25/24 12:02","02/25/24 13:21","18832","S 02/25/24","S",
"02301-9997","DBCS","5","918000","LV02021U","2","2","02/25/24 12:31","02/25/24 13:21","12572","S 02/25/24","S",
"02301-9997","MSA","1","308000","MSA-RUN-308","2","1","02/25/24 12:37","02/25/24 13:16","5","S 02/26/24","NS",
"02301-9997","DIOSS","10","483000","483FIM00","2","8","02/25/24 12:47","02/25/24 12:54","2524","S 02/25/24","NS",
"02301-9997","DIOSS","11","893000","893FIM00","2","3","02/25/24 12:52","02/25/24 13:54","18485","S 02/25/24","NS",
"02301-9997","APBS","2","436000","436SA023","2","6","02/25/24 12:52","02/25/24 14:02","1816","S 02/25/24","NS",
"02301-9997","DIOSS","10","483000","483FIM00","2","9","02/25/24 13:28","02/25/24 13:40","4502","S 02/25/24","NS",
"02301-9997","DIOSS","6","483000","483FIM00","2","5","02/25/24 13:32","02/25/24 14:04","6980","S 02/25/24","NS",
"02301-9997","DBCS","8","918000","LV02018U","2","5","02/25/24 13:32","02/25/24 15:40","40373","S 02/25/24","S",
"02301-9997","DBCS","2","918000","LV02360U","2","4","02/25/24 13:36","02/25/24 14:40","13235","S 02/25/24","NS",
"02301-9997","MSA","1","308000","MSA-RUN-308","2","1","02/25/24 13:39","02/25/24 13:39","1","S 02/26/24","NS",
"02301-9997","DIOSS","10","893000","893FIM00","2","10","02/25/24 13:41","02/25/24 13:51","4306","S 02/25/24","NS",
"02301-9997","DIOSS","10","897000","897FAVBM","2","11","02/25/24 13:52","02/25/24 14:01","4074","S 02/25/24","NS",
"02301-9997","DBCS","5","918000","LV02021U","3","3","02/25/24 14:08","02/25/24 16:13","20325","S 02/25/24","S",
"02301-9997","DBCS","4","918000","LV02061U","2","2","02/25/24 14:22","02/25/24 15:09","19350","S 02/25/24","S",
"02301-9997","DBCS","1","918000","LV02090U","2","4","02/25/24 14:26","02/25/24 15:08","16597","S 02/25/24","S",
"02301-9997","DBCS","3","918000","LV02330U","2","2","02/25/24 14:26","02/25/24 14:45","8563","S 02/25/24","NS",
"02301-9997","DBCS","2","918000","LV02360U","2","5","02/25/24 14:45","02/25/24 14:59","6384","S 02/25/24","NS",
"02301-9997","LCTS","2","619000","619Z023T","3","2","02/25/24 15:00","02/25/24 23:00","341","S 02/25/24","NS",
"02301-9997","LCTS","1","619000","619Z0231","3","2","02/25/24 15:00","02/25/24 23:00","713","S 02/25/24","NS",
"02301-9997","ATU","2","207000","ATU","3","4","02/25/24 15:00","02/25/24 23:00","340","S 02/25/24","NS",
"02301-9997","ATU","1","207000","ATU","3","4","02/25/24 15:00","02/25/24 23:00","315","S 02/25/24","NS",
"02301-9997","DBCS","3","919000","LV02330U-2","3","3","02/25/24 15:01","02/25/24 16:25","40133","S 02/25/24","S",
"02301-9997","MSA","1","308000","MSA-RUN-308","3","1","02/25/24 15:12","02/25/24 16:45","166","S 02/26/24","NS",
"02301-9997","DBCS","2","919000","LV02360U-2","3","6","02/25/24 15:19","02/25/24 15:22","50","S 02/25/24","S",
"02301-9997","APBS","2","436000","436SA023","3","7","02/25/24 15:21","02/25/24 16:48","1935","S 02/25/24","NS",
"02301-9997","DBCS","2","919000","LV02360U-2","3","7","02/25/24 15:23","02/25/24 15:55","18527","S 02/25/24","S",
"02301-9997","DIOSS","11","918000","LV02301U","3","4","02/25/24 15:24","02/25/24 16:06","5960","S 02/25/24","S",
"02301-9997","DBCS","4","919000","LV02061U-2","3","3","02/25/24 15:24","02/25/24 16:27","27312","S 02/25/24","S",
"02301-9997","DBCS","1","919000","LV02090U-2","3","5","02/25/24 15:25","02/25/24 16:23","27883","S 02/25/24","S",
"02301-9997","MSA","2","308000","MSA-RUN-308","3","1","02/25/24 15:27","02/25/24 15:27","1","S 02/26/24","NS",
"02301-9997","PSS","5","325000","PSS-RUN-325","3","1","02/25/24 15:28","02/25/24 15:28","1","S 02/26/24","NS",
"02301-9997","PSS","4","325000","PSS-RUN-325","3","1","02/25/24 15:28","02/25/24 16:34","163","S 02/26/24","NS",
"02301-9997","AFSM100","4","463000","463F0M30","3","1","02/25/24 16:16","02/25/24 17:01","6569","S 02/25/24","NS",
"02301-9997","DBCS","2","919000","LV02360U-2","3","8","02/25/24 16:57","02/25/24 18:56","43808","S 02/25/24","S",
"02301-9997","DBCS","4","919000","LV02061U-2","3","4","02/25/24 17:01","02/25/24 18:55","52817","S 02/25/24","S",
"02301-9997","DBCS","3","919000","LV02330U-2","3","4","02/25/24 17:01","02/25/24 18:54","44697","S 02/25/24","S",
"02301-9997","DBCS","1","919000","LV02090U-2","3","6","02/25/24 17:03","02/25/24 18:50","49625","S 02/25/24","S",
"02301-9997","DBCS","5","919000","LV02021U-2","3","4","02/25/24 17:09","02/25/24 17:31","6234","S 02/25/24","S",
"02301-9997","DBCS","5","919000","LV02021U-2","3","5","02/25/24 17:32","02/25/24 21:47","76147","S 02/25/24","S",
"02301-9997","MSA","1","308000","MSA-RUN-308","3","1","02/25/24 17:33","02/25/24 19:49","181","S 02/26/24","NS",
"02301-9997","APBS","2","439000","439PA023","3","8","02/25/24 17:36","02/25/24 20:00","5144","S 02/25/24","NS",
"02301-9997","DIOSS","11","918000","LV02301U","3","5","02/25/24 18:12","02/25/24 18:31","7253","S 02/25/24","S",
"02301-9997","PSS","4","325000","PSS-RUN-325","3","1","02/25/24 18:17","02/25/24 20:13","187","S 02/26/24","NS",
"02301-9997","AFSM100","4","463000","463F0M30","3","2","02/25/24 18:33","02/25/24 23:48","16406","S 02/25/24","NS",
"02301-9997","DBCS","1","919000","LV02090U-2","3","7","02/25/24 19:11","02/25/24 19:29","9222","S 02/25/24","S",
"02301-9997","DBCS","2","919000","LV02360U-2","3","9","02/25/24 19:12","02/25/24 19:33","12477","S 02/25/24","S",
"02301-9997","DBCS","4","919000","LV02061U-2","3","5","02/25/24 19:15","02/25/24 19:53","17652","S 02/25/24","S",
"02301-9997","DBCS","3","919000","LV02330U-2","3","5","02/25/24 19:15","02/25/24 20:30","26424","S 02/25/24","S",
"02301-9997","DIOSS","11","918000","LV02301U","3","6","02/25/24 19:16","02/25/24 21:51","40408","S 02/25/24","S",
"02301-9997","DBCS","1","896000","896FA090","3","8","02/25/24 19:30","02/25/24 19:41","2752","S 02/25/24","S",
"02301-9997","DBCS","2","919000","LV02360U-2","3","10","02/25/24 19:33","02/25/24 20:26","28286","S 02/25/24","S",
"02301-9997","DIOSS","10","918000","LV02302U","3","14","02/25/24 19:33","02/25/24 20:54","14261","S 02/25/24","S",
"02301-9997","DIOSS","6","918000","LV02093U","3","8","02/25/24 19:35","02/25/24 23:00","38036","S 02/25/24","S",
"02301-9997","DBCS","8","919000","LV02018U-2","3","6","02/25/24 19:38","02/25/24 21:17","30619","S 02/25/24","S",
"02301-9997","DBCS","1","918000","LV02368U","3","9","02/25/24 19:52","02/25/24 21:53","55148","S 02/25/24","S",
"02301-9997","DBCS","4","896000","896FA061","3","6","02/25/24 19:59","02/25/24 20:11","4135","S 02/25/24","S",
"02301-9997","MSA","1","308000","MSA-RUN-308","3","1","02/25/24 20:31","02/25/24 20:59","22","S 02/26/24","NS",
"02301-9997","DBCS","4","918000","LV02333U","3","7","02/25/24 20:31","02/25/24 21:55","31244","S 02/25/24","S",
"02301-9997","DBCS","3","896000","896FA330","3","6","02/25/24 20:33","02/25/24 20:45","3815","S 02/25/24","S",
"02301-9997","PSS","4","325000","PSS-RUN-325","3","1","02/25/24 20:35","02/25/24 22:46","314","S 02/26/24","NS",
"02301-9997","DBCS","2","896000","896FA360","3","11","02/25/24 20:37","02/25/24 20:47","4439","S 02/25/24","S",
"02301-9997","DBCS","2","918000","LV02382U","3","12","02/25/24 20:57","02/25/24 21:51","29829","S 02/25/24","NS",
"02301-9997","PSS","5","325000","PSS-RUN-325","3","1","02/25/24 21:32","02/25/24 22:45","69","S 02/26/24","NS",
"02301-9997","DBCS","3","918000","LV02341U","3","7","02/25/24 21:33","02/25/24 22:50","19034","S 02/25/24","S",
"02301-9997","DIOSS","10","918000","LV02302U","3","15","02/25/24 21:36","02/25/24 23:18","32725","S 02/25/24","S",
"02301-9997","MSA","1","308000","MSA-RUN-308","3","1","02/25/24 21:55","02/25/24 21:55","1","S 02/26/24","NS",
"02301-9997","MSA","2","308000","MSA-RUN-308","3","1","02/25/24 22:14","02/25/24 22:46","36","S 02/26/24","NS",
"02301-9997","DBCS","8","919000","LV02018U-2","1","7","02/25/24 22:17","02/26/24 00:09","47277","S 02/26/24","S",
"02301-9997","MSA","1","308000","MSA-RUN-308","3","1","02/25/24 22:24","02/25/24 22:46","39","S 02/26/24","NS",
"02301-9997","DIOSS","11","918000","LV02301U","1","7","02/25/24 22:34","02/26/24 00:09","29898","S 02/26/24","S",
"02301-9997","DBCS","2","918000","LV02382U","3","13","02/25/24 22:36","02/25/24 22:52","7216","S 02/25/24","NS",
"02301-9997","DBCS","5","919000","LV02021U-2","3","6","02/25/24 22:37","02/25/24 23:11","15867","S 02/25/24","S",
"02301-9997","DBCS","1","918000","LV02368U","3","10","02/25/24 22:39","02/25/24 22:59","7972","S 02/25/24","S",
"02301-9997","DBCS","4","918000","LV02333U","1","8","02/25/24 22:42","02/25/24 23:52","23115","S 02/25/24","S",
