Site,MType,MNo,Op No.,Sort Program,Tour,Run#,Start,End,Fed,MODS,DOIS
"02301-9997","AFCS200","2","004000","004FA023.STF","3","5","08/28/24 17:17","08/28/24 17:46","6190","S 08/28/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","08/28/24 18:38","08/28/24 22:34","51554","S 08/28/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","8","08/29/24 17:38","08/29/24 18:19","967","S 08/29/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","9","08/29/24 18:24","08/29/24 18:53","9441","S 08/29/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","10","08/29/24 19:15","08/29/24 23:20","45605","S 08/29/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","08/30/24 19:21","08/31/24 00:11","55790","S 08/31/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","7","09/03/24 17:10","09/03/24 18:52","24069","S 09/03/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","8","09/03/24 19:17","09/03/24 20:16","10176","S 09/03/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","9","09/03/24 20:22","09/04/24 00:20","61396","S 09/04/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","5","09/04/24 17:41","09/04/24 22:38","67680","S 09/04/24","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","5","08/28/24 19:12","08/28/24 22:34","33925","S 08/28/24","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","8","08/29/24 19:12","08/29/24 23:07","36316","S 08/29/24","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","08/30/24 19:21","08/31/24 00:10","38910","S 08/31/24","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","5","09/03/24 19:14","09/04/24 00:26","56138","S 09/04/24","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","09/04/24 19:19","09/04/24 22:46","40492","S 09/04/24","NS",
"02301-9997","AFSM100","1","463000","463F0M30","3","1","08/28/24 15:45","08/28/24 19:08","13066","S 08/28/24","NS",
"02301-9997","AFSM100","1","463000","463F0M30","3","2","08/28/24 19:16","08/28/24 19:53","4769","S 08/28/24","NS",
"02301-9997","AFSM100","1","463000","463F0M30","3","3","08/28/24 20:15","08/28/24 20:28","897","S 08/28/24","NS",
