Site,MType,MNo,Op No.,Sort Program,Tour,Run#,Start,End,Fed,MODS,DOIS
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","11/27/23 17:43","11/27/23 18:43","13100","S 11/27/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","7","11/27/23 19:09","11/28/23 01:04","70915","S 11/28/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","1","6","11/28/23 19:21","11/29/23 01:45","69466","S 11/29/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","5","11/29/23 17:28","11/29/23 18:56","12809","S 11/29/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","11/29/23 19:21","11/30/23 00:01","46814","S 11/30/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","1","7","11/30/23 00:04","11/30/23 01:23","16788","S 11/30/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","11/30/23 17:44","11/30/23 23:56","71873","S 12/01/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","12/01/23 17:04","12/02/23 01:17","75790","S 12/02/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","9","12/04/23 17:52","12/04/23 18:54","7426","S 12/04/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","10","12/04/23 19:11","12/04/23 21:48","36409","S 12/04/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","1","11","12/04/23 21:55","12/05/23 03:02","71048","S 12/05/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","11/27/23 17:41","11/27/23 18:43","4998","S 11/27/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","7","11/27/23 19:11","11/28/23 00:27","67530","S 11/28/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","1","8","11/28/23 00:45","11/28/23 01:10","3942","S 11/28/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","11/28/23 19:27","11/29/23 01:53","75093","S 11/29/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","5","11/29/23 19:13","11/29/23 23:07","36783","S 11/29/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","1","6","11/29/23 23:10","11/30/23 01:25","31327","S 11/30/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","11/30/23 17:57","11/30/23 23:55","79989","S 12/01/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","7","12/01/23 17:22","12/02/23 01:19","101984","S 12/02/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","7","12/04/23 18:06","12/04/23 18:59","11868","S 12/04/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","1","8","12/04/23 19:09","12/05/23 03:03","128641","S 12/05/23","NS",
"02301-9997","AFSM100","4","463000","463F0M30","2","3","11/27/23 11:11","11/27/23 12:12","8831","S 11/27/23","NS",
"02301-9997","AFSM100","4","463000","463F0M30","2","4","11/27/23 13:51","11/27/23 15:18","9606","S 11/27/23","NS",
"02301-9997","AFSM100","4","463000","463F0M30","3","1","11/27/23 17:36","11/27/23 18:25","6124","S 11/27/23","NS",
"02301-9997","AFSM100","4","466000","466F7025","3","2","11/27/23 18:31","11/27/23 19:36","6136","S 11/27/23","S",
"02301-9997","AFSM100","4","461000","461F0OGP","3","3","11/27/23 19:45","11/28/23 00:12","29517","S 11/28/23","NS",
"02301-9997","AFSM100","4","461000","461F0OGP","1","2","11/28/23 01:04","11/28/23 01:19","823","S 11/28/23","NS",
"02301-9997","AFSM100","4","462000","462F0OVR","1","3","11/28/23 01:24","11/28/23 01:48","3003","S 11/28/23","NS",
"02301-9997","AFSM100","4","466000","466F7343","1","4","11/28/23 01:53","11/28/23 02:32","4982","S 11/28/23","S",
"02301-9997","AFSM100","4","466000","466F7359","1","5","11/28/23 02:42","11/28/23 03:36","5279","S 11/28/23","S",
"02301-9997","AFSM100","4","466000","466F7368","1","6","11/28/23 03:40","11/28/23 04:11","4895","S 11/28/23","S",
"02301-9997","AFSM100","4","466000","466F7072","1","7","11/28/23 04:15","11/28/23 05:00","4372","S 11/28/23","S",
"02301-9997","AFSM100","4","466000","466F7361","1","8","11/28/23 05:09","11/28/23 05:42","4281","S 11/28/23","S",
"02301-9997","AFSM100","4","466000","466F7043","1","9","11/28/23 05:48","11/28/23 06:13","4228","S 11/28/23","S",
"02301-9997","AFSM100","4","466000","466F7BRK","1","11","11/28/23 06:17","11/28/23 06:48","4950","S 11/28/23","S",
"02301-9997","AFSM100","4","463000","463F0M30","2","4","11/28/23 11:18","11/28/23 13:00","14279","S 11/28/23","NS",
"02301-9997","AFSM100","4","463000","463F0M30","3","2","11/28/23 16:12","11/28/23 16:43","890","S 11/28/23","NS",
"02301-9997","AFSM100","4","466000","466F7025","3","3","11/28/23 16:43","11/28/23 17:43","5330","S 11/28/23","S",
"02301-9997","AFSM100","4","466000","466F7343","3","4","11/28/23 17:59","11/28/23 18:34","3313","S 11/28/23","S",
"02301-9997","AFSM100","4","466000","466F7359","3","5","11/28/23 18:35","11/28/23 18:55","2792","S 11/28/23","S",
"02301-9997","AFSM100","4","466000","466F7359","3","6","11/28/23 19:09","11/28/23 19:39","4040","S 11/28/23","S",
"02301-9997","AFSM100","4","461000","461F0OGP","3","7","11/28/23 19:39","11/28/23 23:03","25574","S 11/28/23","NS",
"02301-9997","AFSM100","4","462000","462F0OVR","1","2","11/28/23 23:10","11/28/23 23:45","2925","S 11/28/23","NS",
"02301-9997","AFSM100","4","466000","466F7072","1","3","11/28/23 23:46","11/29/23 00:35","5359","S 11/29/23","S",
"02301-9997","AFSM100","4","466000","466F7361","1","4","11/29/23 00:47","11/29/23 01:22","5029","S 11/29/23","S",
"02301-9997","AFSM100","4","466000","466F7043","1","5","11/29/23 01:35","11/29/23 02:08","6861","S 11/29/23","S",
"02301-9997","AFSM100","4","466000","466F7BRK","1","6","11/29/23 02:21","11/29/23 03:03","3418","S 11/29/23","S",
"02301-9997","AFSM100","4","466000","466F7368","1","7","11/29/23 03:55","11/29/23 04:28","6806","S 11/29/23","S",
"02301-9997","AFSM100","4","463000","463F0M30","1","8","11/29/23 04:37","11/29/23 06:23","18257","S 11/29/23","NS",
"02301-9997","AFSM100","4","463000","463F0M30","2","3","11/29/23 11:33","11/29/23 12:29","3262","S 11/29/23","NS",
"02301-9997","AFSM100","4","466000","466F7343","2","4","11/29/23 12:35","11/29/23 13:16","2093","S 11/29/23","S",
"02301-9997","AFSM100","4","466000","466F7343","2","5","11/29/23 14:09","11/29/23 14:55","4811","S 11/29/23","S",
"02301-9997","AFSM100","4","463000","463F0M30","3","1","11/29/23 15:01","11/29/23 17:34","15521","S 11/29/23","NS",
"02301-9997","AFSM100","4","466000","466F7025","3","2","11/29/23 17:39","11/29/23 18:54","4867","S 11/29/23","S",
"02301-9997","AFSM100","4","461000","461F0OGP","3","3","11/29/23 19:23","11/29/23 23:58","31407","S 11/30/23","NS",
"02301-9997","AFSM100","4","462000","462F0OVR","1","1","11/30/23 00:08","11/30/23 01:09","4435","S 11/30/23","NS",
"02301-9997","AFSM100","4","466000","466F7072","1","2","11/30/23 01:17","11/30/23 01:52","4250","S 11/30/23","S",
"02301-9997","AFSM100","4","466000","466F7359","1","3","11/30/23 01:53","11/30/23 02:38","7719","S 11/30/23","S",
"02301-9997","AFSM100","4","466000","466F7361","1","4","11/30/23 02:47","11/30/23 03:33","4195","S 11/30/23","S",
"02301-9997","AFSM100","4","466000","466F7043","1","5","11/30/23 03:40","11/30/23 05:00","4947","S 11/30/23","S",
"02301-9997","AFSM100","4","466000","466F7BRK","1","6","11/30/23 05:01","11/30/23 06:04","4347","S 11/30/23","S",
"02301-9997","AFSM100","4","466000","466F7368","1","7","11/30/23 06:05","11/30/23 06:38","6039","S 11/30/23","S",
"02301-9997","AFSM100","4","463000","463F0M30","2","4","11/30/23 11:30","11/30/23 13:20","12782","S 11/30/23","NS",
