Site,MType,MNo,Op No.,Sort Program,Tour,Run#,Start,End,Fed,MODS,DOIS
"BROCKTON MA P&DC","AFCS200","2","004000","004FA023.STF","3","5","07/03/24 19:27","07/03/24 20:13","2035","S 07/03/24","NS",
"BROCKTON MA P&DC","AFCS200","2","004000","004FA023.STF","3","6","07/03/24 20:21","07/03/24 23:54","48959","S 07/03/24","NS",
"BROCKTON MA P&DC","AFCS200","2","004000","004FA023.STF","3","5","07/05/24 19:10","07/05/24 20:22","8863","S 07/05/24","NS",
"BROCKTON MA P&DC","AFCS200","2","004000","004FA023.STF","1","6","07/05/24 22:00","07/06/24 00:13","31096","S 07/06/24","NS",
"BROCKTON MA P&DC","AFCS200","2","004000","004FA023.STF","3","5","07/08/24 19:14","07/08/24 23:47","73078","S 07/08/24","NS",
"BROCKTON MA P&DC","AFCS200","2","004000","004FA023.STF","3","5","07/09/24 19:14","07/09/24 22:35","57106","S 07/09/24","NS",
"BROCKTON MA P&DC","AFCS200","2","004000","004FA023.STF","3","6","07/10/24 19:18","07/10/24 23:20","50418","S 07/10/24","NS",
"BROCKTON MA P&DC","AFCS200","3","004000","004FA023.STF","3","6","07/03/24 19:24","07/03/24 23:54","43620","S 07/03/24","NS",
"BROCKTON MA P&DC","AFCS200","3","004000","004FA023.STF","3","5","07/05/24 19:11","07/06/24 00:20","47019","S 07/06/24","NS",
"BROCKTON MA P&DC","AFCS200","3","004000","004FA023.STF","3","5","07/08/24 19:20","07/09/24 00:07","37144","S 07/09/24","NS",
"BROCKTON MA P&DC","AFCS200","3","004000","004FA023.STF","3","5","07/09/24 19:13","07/09/24 22:44","35188","S 07/09/24","NS",
"BROCKTON MA P&DC","AFCS200","3","004000","004FA023.STF","3","6","07/10/24 19:17","07/10/24 23:16","37101","S 07/10/24","NS",
"BROCKTON MA P&DC","AFSM100","4","463000","463F0M30","3","2","07/03/24 17:08","07/03/24 18:50","16749","S 07/03/24","NS",
"BROCKTON MA P&DC","AFSM100","4","463000","463F0M30","3","3","07/03/24 19:24","07/03/24 20:31","6889","S 07/03/24","NS",
"BROCKTON MA P&DC","AFSM100","4","461000","461F0OGP","3","4","07/03/24 20:37","07/04/24 00:21","24153","S 07/04/24","NS",
"BROCKTON MA P&DC","AFSM100","4","462000","462F0OVR","1","1","07/04/24 00:21","07/04/24 01:02","3941","S 07/04/24","NS",
"BROCKTON MA P&DC","AFSM100","4","466000","466F7368","1","2","07/04/24 01:48","07/04/24 02:36","5061","S 07/04/24","S",
"BROCKTON MA P&DC","AFSM100","4","466000","466F7BRK","1","3","07/04/24 03:12","07/04/24 03:41","3085","S 07/04/24","S",
"BROCKTON MA P&DC","AFSM100","4","466000","466F7359","1","4","07/04/24 03:41","07/04/24 05:09","5554","S 07/04/24","S",
"BROCKTON MA P&DC","AFSM100","4","466000","466F7072","1","5","07/04/24 05:13","07/04/24 05:34","3421","S 07/04/24","S",
"BROCKTON MA P&DC","AFSM100","4","463000","463F0M30","1","6","07/04/24 06:02","07/04/24 06:45","4394","S 07/04/24","NS",
"BROCKTON MA P&DC","AFSM100","4","463000","463F0M30","3","1","07/04/24 16:05","07/04/24 16:44","7371","S 07/04/24","NS",
"BROCKTON MA P&DC","AFSM100","4","463000","463F0M30","3","2","07/04/24 17:12","07/04/24 19:22","11314","S 07/04/24","NS",
"BROCKTON MA P&DC","AFSM100","4","463000","463F0M30","3","3","07/04/24 19:45","07/04/24 20:03","1897","S 07/04/24","NS",
"BROCKTON MA P&DC","AFSM100","4","463000","463F0M30","3","4","07/04/24 20:10","07/04/24 20:23","872","S 07/04/24","NS",
"BROCKTON MA P&DC","AFSM100","4","466000","466F7025","3","5","07/04/24 20:33","07/04/24 20:54","3318","S 07/04/24","S",
"BROCKTON MA P&DC","AFSM100","4","466000","466F7025","3","6","07/04/24 21:35","07/04/24 21:53","2563","S 07/04/24","S",
"BROCKTON MA P&DC","AFSM100","4","466000","466F7025","3","7","07/04/24 22:27","07/04/24 22:38","976","S 07/04/24","S",
"BROCKTON MA P&DC","AFSM100","4","466000","466F7343","1","8","07/04/24 22:53","07/04/24 23:55","8864","S 07/05/24","S",
"BROCKTON MA P&DC","AFSM100","4","466000","466F7359","1","1","07/05/24 00:04","07/05/24 00:44","6058","S 07/05/24","S",
"BROCKTON MA P&DC","AFSM100","4","466000","466F7072","1","2","07/05/24 00:57","07/05/24 01:33","5047","S 07/05/24","S",
"BROCKTON MA P&DC","AFSM100","4","466000","466F7361","1","3","07/05/24 01:47","07/05/24 02:43","8161","S 07/05/24","S",
"BROCKTON MA P&DC","AFSM100","4","466000","466F7043","1","4","07/05/24 02:47","07/05/24 03:53","11400","S 07/05/24","S",
"BROCKTON MA P&DC","AFSM100","4","466000","466F7BRK","1","5","07/05/24 04:16","07/05/24 04:18","9","S 07/05/24","S",
"BROCKTON MA P&DC","AFSM100","4","466000","466F7BRK","1","6","07/05/24 04:18","07/05/24 04:39","2894","S 07/05/24","S",
"BROCKTON MA P&DC","AFSM100","4","466000","466F7368","1","7","07/05/24 04:47","07/05/24 05:29","5546","S 07/05/24","S",
"BROCKTON MA P&DC","AFSM100","4","463000","463F0M30","2","3","07/05/24 13:54","07/05/24 14:41","4553","S 07/05/24","NS",
"BROCKTON MA P&DC","AFSM100","4","463000","463F0M30","3","4","07/05/24 14:57","07/05/24 17:02","7674","S 07/05/24","NS",
"BROCKTON MA P&DC","AFSM100","4","463000","463F0M30","3","1","07/05/24 17:18","07/05/24 17:50","2063","S 07/05/24","NS",
"BROCKTON MA P&DC","AFSM100","4","466000","466F7025","3","2","07/05/24 18:03","07/05/24 18:36","5194","S 07/05/24","S",
"BROCKTON MA P&DC","AFSM100","4","466000","466F7343","3","3","07/05/24 19:43","07/05/24 20:10","1505","S 07/05/24","S",
"BROCKTON MA P&DC","AFSM100","4","461000","461F0OGP","3","4","07/05/24 20:10","07/05/24 23:13","19021","S 07/05/24","NS",
"BROCKTON MA P&DC","AFSM100","4","462000","462F0OVR","1","2","07/05/24 23:21","07/05/24 23:44","2690","S 07/05/24","NS",
"BROCKTON MA P&DC","AFSM100","4","466000","466F7072","1","3","07/05/24 23:44","07/06/24 00:24","1958","S 07/06/24","S",
