Site,MType,MNo,Op No.,Sort Program,Tour,Run#,Start,End,Fed,MODS,DOIS
"02301-9997","PSS","1","233000","PSS-RUN-233","2","1","01/28/24 06:59","01/28/24 07:09","14","S 01/28/24","NS",
"02301-9997","LCTS","2","619000","619Z023T","2","1","01/28/24 07:00","01/28/24 15:00","1477","S 01/28/24","NS",
"02301-9997","ATU","2","207000","ATU","2","3","01/28/24 07:00","01/28/24 15:00","713","S 01/28/24","NS",
"02301-9997","LCTS","1","619000","619Z0231","2","1","01/28/24 07:00","01/28/24 15:00","339","S 01/28/24","NS",
"02301-9997","DIOSS","6","483000","483FIM00","2","1","01/28/24 07:04","01/28/24 08:53","31466","S 01/28/24","NS",
"02301-9997","DIOSS","10","483000","483FIM00","2","1","01/28/24 07:04","01/28/24 08:53","32428","S 01/28/24","NS",
"02301-9997","LCREM","1","490000","490F0023","2","1","01/28/24 07:35","01/28/24 09:52","2511","S 01/28/24","NS",
"02301-9997","PSS","1","233000","PSS-RUN-233","2","1","01/28/24 07:51","01/28/24 07:53","6","S 01/28/24","NS",
"02301-9997","DBCS","8","918000","LV02018U","2","1","01/28/24 08:16","01/28/24 10:59","49660","S 01/28/24","S",
"02301-9997","DIOSS","11","483000","483FIM00","2","1","01/28/24 08:25","01/28/24 08:55","5782","S 01/28/24","NS",
"02301-9997","DIOSS","10","483000","483FIM00","2","2","01/28/24 09:32","01/28/24 10:52","23954","S 01/28/24","NS",
"02301-9997","DIOSS","6","483000","483FIM00","2","2","01/28/24 09:34","01/28/24 10:15","10137","S 01/28/24","NS",
"02301-9997","DIOSS","11","483000","483FIM00","2","2","01/28/24 09:34","01/28/24 10:53","16790","S 01/28/24","NS",
"02301-9997","PSS","4","325000","PSS-RUN-325","2","1","01/28/24 09:36","01/28/24 10:48","113","S 01/29/24","NS",
"02301-9997","MSA","2","308000","MSA-RUN-308","2","1","01/28/24 09:43","01/28/24 09:43","1","S 01/29/24","NS",
"02301-9997","PSS","1","233000","PSS-RUN-233","2","1","01/28/24 09:43","01/28/24 09:43","1","S 01/29/24","NS",
"02301-9997","LCREM","1","487000","487F0023","2","2","01/28/24 10:05","01/28/24 11:52","1935","S 01/28/24","NS",
"02301-9997","MSA","2","308000","MSA-RUN-308","2","1","01/28/24 10:09","01/28/24 10:20","2","S 01/29/24","NS",
"02301-9997","DIOSS","6","893000","893FIM00","2","3","01/28/24 10:15","01/28/24 10:53","11972","S 01/28/24","NS",
"02301-9997","DIOSS","11","483000","483FIM00","2","3","01/28/24 11:10","01/28/24 11:31","8001","S 01/28/24","NS",
"02301-9997","DIOSS","10","483000","483FIM00","2","3","01/28/24 11:10","01/28/24 11:31","6178","S 01/28/24","NS",
"02301-9997","DIOSS","6","893000","893FIM00","2","4","01/28/24 11:11","01/28/24 11:32","8431","S 01/28/24","NS",
"02301-9997","DBCS","8","893000","893FIM00","2","2","01/28/24 11:15","01/28/24 12:46","20615","S 01/28/24","NS",
"02301-9997","DBCS","4","918000","LV02061U","2","1","01/28/24 11:19","01/28/24 13:28","48462","S 01/28/24","S",
"02301-9997","DBCS","2","918000","LV02360U","2","1","01/28/24 11:28","01/28/24 13:11","44604","S 01/28/24","NS",
"02301-9997","DIOSS","6","483000","483FIM00","2","5","01/28/24 11:33","01/28/24 11:35","262","S 01/28/24","NS",
"02301-9997","DIOSS","11","483000","483FIM00","2","4","01/28/24 11:34","01/28/24 11:52","5654","S 01/28/24","NS",
"02301-9997","DIOSS","10","483000","483FIM00","2","4","01/28/24 11:34","01/28/24 12:54","22800","S 01/28/24","NS",
"02301-9997","DIOSS","6","893000","893FIM00","2","6","01/28/24 11:36","01/28/24 12:43","23860","S 01/28/24","NS",
"02301-9997","DBCS","5","918000","LV02021U","2","1","01/28/24 11:39","01/28/24 13:24","34947","S 01/28/24","S",
"02301-9997","DBCS","3","918000","LV02330U","2","1","01/28/24 11:40","01/28/24 13:30","22170","S 01/28/24","NS",
"02301-9997","DBCS","1","918000","LV02090U","2","1","01/28/24 11:42","01/28/24 12:56","27597","S 01/28/24","S",
