Site,MType,MNo,Op No.,Sort Program,Tour,Run#,Start,End,Fed,MODS,DOIS
"02301-9997","AFCS200","2","004000","004FA023.STF","3","5","07/18/23 19:14","07/18/23 22:40","41958","S 07/18/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","5","07/19/23 19:23","07/19/23 22:47","32317","S 07/19/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","07/19/23 22:49","07/19/23 22:50","1","S 07/19/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","07/20/23 19:18","07/20/23 22:56","30154","S 07/20/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","5","07/21/23 19:11","07/21/23 23:07","38727","S 07/21/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","5","07/24/23 19:15","07/24/23 23:36","42489","S 07/24/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","9","07/25/23 17:59","07/25/23 21:55","49746","S 07/25/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","07/18/23 19:12","07/18/23 22:42","41618","S 07/18/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","07/19/23 19:14","07/19/23 22:48","45256","S 07/19/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","7","07/19/23 22:51","07/19/23 23:06","2991","S 07/19/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","5","07/20/23 19:14","07/20/23 22:55","48980","S 07/20/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","5","07/21/23 19:13","07/21/23 23:02","40621","S 07/21/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","5","07/24/23 19:11","07/24/23 23:34","56344","S 07/24/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","8","07/25/23 18:09","07/25/23 21:50","36970","S 07/25/23","NS",
"02301-9997","AFSM100","4","463000","463F0M30","2","2","07/18/23 11:41","07/18/23 12:53","11958","S 07/18/23","NS",
"02301-9997","AFSM100","4","463000","463F0M30","2","4","07/18/23 14:25","07/18/23 14:50","2355","S 07/18/23","NS",
"02301-9997","AFSM100","4","463000","463F0M30","2","5","07/18/23 14:51","07/18/23 14:55","128","S 07/18/23","NS",
"02301-9997","AFSM100","4","463000","463F0M30","3","1","07/18/23 16:03","07/18/23 16:36","2587","S 07/18/23","NS",
"02301-9997","AFSM100","4","463000","463F0M30","3","2","07/18/23 16:51","07/18/23 17:13","1647","S 07/18/23","NS",
"02301-9997","AFSM100","4","463000","463F0M30","3","3","07/18/23 17:13","07/18/23 17:43","2322","S 07/18/23","NS",
"02301-9997","AFSM100","4","466000","466F7347","3","4","07/18/23 17:51","07/18/23 18:20","2500","S 07/18/23","S",
"02301-9997","AFSM100","4","466000","466F7368","3","5","07/18/23 18:26","07/18/23 19:09","3674","S 07/18/23","S",
"02301-9997","AFSM100","4","461000","461F0OGP","3","6","07/18/23 19:20","07/18/23 20:33","7959","S 07/18/23","NS",
"02301-9997","AFSM100","4","461000","461F0OGP","3","7","07/18/23 20:54","07/18/23 23:04","9648","S 07/18/23","NS",
"02301-9997","AFSM100","4","461000","461F0OGP","1","1","07/18/23 23:17","07/18/23 23:28","914","S 07/18/23","NS",
"02301-9997","AFSM100","4","462000","462F0OVR","1","2","07/18/23 23:41","07/18/23 23:57","2827","S 07/19/23","NS",
"02301-9997","AFSM100","4","466000","466F7359","1","5","07/19/23 01:02","07/19/23 01:54","3142","S 07/19/23","S",
"02301-9997","AFSM100","4","466000","466F7343","1","6","07/19/23 02:03","07/19/23 02:22","1909","S 07/19/23","S",
"02301-9997","AFSM100","4","466000","466F7072","1","7","07/19/23 02:47","07/19/23 03:40","4187","S 07/19/23","S",
"02301-9997","AFSM100","4","466000","466F7379","1","8","07/19/23 03:50","07/19/23 04:14","496","S 07/19/23","S",
"02301-9997","AFSM100","4","466000","466F7379","1","9","07/19/23 04:18","07/19/23 04:49","3095","S 07/19/23","S",
"02301-9997","AFSM100","4","466000","466F7361","1","10","07/19/23 04:56","07/19/23 05:19","3287","S 07/19/23","S",
"02301-9997","AFSM100","4","466000","466F7025","1","11","07/19/23 05:26","07/19/23 05:45","2724","S 07/19/23","S",
"02301-9997","AFSM100","4","466000","466F7043","1","12","07/19/23 05:51","07/19/23 06:04","1715","S 07/19/23","S",
"02301-9997","AFSM100","4","466000","466F7BRK","1","14","07/19/23 06:10","07/19/23 06:42","3316","S 07/19/23","S",
"02301-9997","AFSM100","4","463000","463F0M30","2","1","07/19/23 11:35","07/19/23 12:48","6274","S 07/19/23","NS",
"02301-9997","AFSM100","4","463000","463F0M30","2","2","07/19/23 13:33","07/19/23 15:44","14675","S 07/19/23","NS",
"02301-9997","AFSM100","4","463000","463F0M30","3","1","07/19/23 16:00","07/19/23 17:25","6579","S 07/19/23","NS",
"02301-9997","AFSM100","4","466000","466F7072","3","2","07/19/23 17:30","07/19/23 18:53","4873","S 07/19/23","S",
"02301-9997","AFSM100","4","466000","466F7043","3","3","07/19/23 19:13","07/19/23 19:52","4240","S 07/19/23","S",
"02301-9997","AFSM100","4","461000","461F0OGP","3","4","07/19/23 19:59","07/19/23 23:32","27345","S 07/19/23","NS",
"02301-9997","AFSM100","4","462000","462F0OVR","1","1","07/19/23 23:46","07/20/23 00:14","3208","S 07/20/23","NS",
"02301-9997","AFSM100","4","466000","466F7361","1","2","07/20/23 00:34","07/20/23 00:58","3442","S 07/20/23","S",
"02301-9997","AFSM100","4","466000","466F7359","1","3","07/20/23 01:05","07/20/23 01:35","5154","S 07/20/23","S",
"02301-9997","AFSM100","4","466000","466F7379","1","4","07/20/23 02:27","07/20/23 02:58","4525","S 07/20/23","S",
"02301-9997","AFSM100","4","466000","466F7343","1","5","07/20/23 03:13","07/20/23 03:30","1981","S 07/20/23","S",
"02301-9997","AFSM100","4","466000","466F7025","1","6","07/20/23 03:41","07/20/23 04:09","3122","S 07/20/23","S",
"02301-9997","AFSM100","4","466000","466F7347","1","7","07/20/23 04:18","07/20/23 05:14","6088","S 07/20/23","S",
"02301-9997","AFSM100","4","466000","466F7368","1","8","07/20/23 05:19","07/20/23 06:04","7564","S 07/20/23","S",
"02301-9997","AFSM100","4","466000","466F7BRK","1","9","07/20/23 06:08","07/20/23 06:31","3249","S 07/20/23","S",
"02301-9997","AFSM100","4","463000","463F0M30","2","2","07/20/23 11:17","07/20/23 13:41","4437","S 07/20/23","NS",
"02301-9997","AFSM100","4","463000","463F0M30","2","3","07/20/23 13:43","07/20/23 15:52","11910","S 07/20/23","NS",
"02301-9997","AFSM100","4","463000","463F0M30","3","1","07/20/23 15:59","07/20/23 17:24","9607","S 07/20/23","NS",
"02301-9997","AFSM100","4","463000","463F0M30","3","2","07/20/23 18:19","07/20/23 18:58","4827","S 07/20/23","NS",
"02301-9997","AFSM100","4","463000","463F0M30","3","3","07/20/23 19:18","07/20/23 19:31","474","S 07/20/23","NS",
"02301-9997","AFSM100","4","461000","461F0OGP","3","5","07/20/23 19:39","07/20/23 20:35","4790","S 07/20/23","NS",
"02301-9997","AFSM100","4","461000","461F0OGP","3","8","07/20/23 20:49","07/21/23 00:16","20250","S 07/21/23","NS",
"02301-9997","AFSM100","4","462000","462F0OVR","1","1","07/21/23 00:26","07/21/23 01:04","5149","S 07/21/23","NS",
"02301-9997","AFSM100","4","466000","466F7072","1","2","07/21/23 01:12","07/21/23 01:29","1262","S 07/21/23","S",
"02301-9997","AFSM100","4","466000","466F7072","1","3","07/21/23 01:33","07/21/23 02:38","6726","S 07/21/23","S",
"02301-9997","AFSM100","4","466000","466F7347","1","4","07/21/23 02:47","07/21/23 03:44","4442","S 07/21/23","S",
"02301-9997","AFSM100","4","466000","466F7347","1","5","07/21/23 03:46","07/21/23 03:56","1130","S 07/21/23","S",
"02301-9997","AFSM100","4","466000","466F7368","1","6","07/21/23 04:05","07/21/23 04:46","5200","S 07/21/23","S",
"02301-9997","AFSM100","4","466000","466F7359","1","7","07/21/23 04:55","07/21/23 05:12","1665","S 07/21/23","S",
"02301-9997","AFSM100","4","466000","466F7379","1","8","07/21/23 05:23","07/21/23 05:33","1218","S 07/21/23","S",
"02301-9997","AFSM100","4","466000","466F7043","1","9","07/21/23 05:38","07/21/23 05:53","1785","S 07/21/23","S",
"02301-9997","AFSM100","4","466000","466F7343","1","10","07/21/23 05:58","07/21/23 06:11","1502","S 07/21/23","S",
"02301-9997","AFSM100","4","466000","466F7361","1","11","07/21/23 06:16","07/21/23 06:28","1464","S 07/21/23","S",
"02301-9997","AFSM100","4","466000","466F7BRK","1","12","07/21/23 06:32","07/21/23 06:49","2541","S 07/21/23","S",
