Site,MType,MNo,Op No.,Sort Program,Tour,Run#,Start,End,Fed,MODS,DOIS
"02301-9997","AFCS200","2","004000","004FA023.STF","3","8","08/22/23 17:37","08/22/23 18:45","3111","S 08/22/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","9","08/22/23 19:01","08/22/23 19:16","1068","S 08/22/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","10","08/22/23 19:17","08/22/23 22:12","30779","S 08/22/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","5","08/23/23 17:36","08/23/23 18:50","5731","S 08/23/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","08/23/23 18:54","08/23/23 19:07","572","S 08/23/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","7","08/23/23 19:09","08/23/23 23:47","39787","S 08/23/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","5","08/24/23 19:10","08/24/23 22:15","38097","S 08/24/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","7","08/25/23 19:07","08/25/23 23:23","37317","S 08/25/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","1","08/28/23 19:08","08/28/23 19:30","359","S 08/28/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","2","08/28/23 19:32","08/28/23 21:39","19162","S 08/28/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","3","08/28/23 21:46","08/28/23 22:22","7572","S 08/28/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","4","08/28/23 22:23","08/28/23 22:39","1028","S 08/28/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","1","5","08/28/23 22:51","08/29/23 00:45","29229","S 08/29/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","5","08/29/23 19:12","08/29/23 20:54","1248","S 08/29/23","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","08/29/23 20:55","08/29/23 23:44","43727","S 08/29/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","08/22/23 19:07","08/22/23 20:35","19257","S 08/22/23","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","7","08/22/23 20:36","08/22/23 22:07","25151","S 08/22/23","NS",
