Site,MType,MNo,Op No.,Sort Program,Tour,Run#,Start,End,Fed,MODS,DOIS
"02301-9997","LCREM","1","490000","490F0023","2","3","03/03/24 06:59","03/03/24 07:09","944","S 03/03/24","NS",
"02301-9997","ATU","1","207000","ATU","2","2","03/03/24 07:00","03/03/24 15:00","516","S 03/03/24","NS",
"02301-9997","ATU","2","207000","ATU","2","2","03/03/24 07:00","03/03/24 15:00","1487","S 03/03/24","NS",
"02301-9997","LCTS","1","619000","619Z0231","2","1","03/03/24 07:00","03/03/24 15:00","702","S 03/03/24","NS",
"02301-9997","LCTS","2","619000","619Z023T","2","1","03/03/24 07:00","03/03/24 15:00","1602","S 03/03/24","NS",
"02301-9997","DIOSS","10","483000","483FIM00","2","1","03/03/24 07:05","03/03/24 08:53","28638","S 03/03/24","NS",
"02301-9997","DIOSS","6","483000","483FIM00","2","1","03/03/24 07:07","03/03/24 08:54","27829","S 03/03/24","NS",
"02301-9997","PSS","1","233000","PSS-RUN-233","2","1","03/03/24 07:35","03/03/24 07:38","3","S 03/03/24","NS",
"02301-9997","DIOSS","11","483000","483FIM00","2","1","03/03/24 08:08","03/03/24 10:56","40032","S 03/03/24","NS",
"02301-9997","PSS","1","233000","PSS-RUN-233","2","1","03/03/24 09:32","03/03/24 09:34","12","S 03/04/24","NS",
"02301-9997","DIOSS","10","483000","483FIM00","2","2","03/03/24 09:34","03/03/24 10:53","20246","S 03/03/24","NS",
"02301-9997","DIOSS","6","483000","483FIM00","2","2","03/03/24 09:35","03/03/24 09:42","2176","S 03/03/24","NS",
"02301-9997","DIOSS","6","483000","483FIM00","2","3","03/03/24 09:44","03/03/24 10:52","17276","S 03/03/24","NS",
"02301-9997","PSS","4","325000","PSS-RUN-325","2","1","03/03/24 09:49","03/03/24 10:07","17","S 03/04/24","NS",
"02301-9997","LCREM","1","490000","490F0023","2","4","03/03/24 09:50","03/03/24 09:54","604","S 03/03/24","NS",
"02301-9997","MSA","1","308000","MSA-RUN-308","2","1","03/03/24 09:52","03/03/24 09:58","3","S 03/04/24","NS",
"02301-9997","LCREM","1","487000","487F0023","2","5","03/03/24 09:56","03/03/24 10:02","647","S 03/03/24","NS",
"02301-9997","LCREM","1","487000","487F0023","2","6","03/03/24 10:09","03/03/24 10:11","148","S 03/03/24","NS",
"02301-9997","LCREM","1","490000","490F0023","2","7","03/03/24 10:11","03/03/24 10:12","67","S 03/03/24","NS",
"02301-9997","DBCS","2","918000","LV02360U","2","3","03/03/24 11:14","03/03/24 13:23","45451","S 03/03/24","NS",
"02301-9997","DBCS","3","918000","LV02330U","2","1","03/03/24 11:16","03/03/24 12:54","26383","S 03/03/24","NS",
"02301-9997","DBCS","8","918000","LV02018U","2","1","03/03/24 11:18","03/03/24 11:53","10683","S 03/03/24","S",
"02301-9997","DBCS","1","918000","LV02090U","2","3","03/03/24 11:20","03/03/24 12:29","24934","S 03/03/24","S",
"02301-9997","DBCS","4","918000","LV02061U","2","1","03/03/24 11:22","03/03/24 13:27","40043","S 03/03/24","S",
"02301-9997","DIOSS","11","483000","483FIM00","2","2","03/03/24 11:36","03/03/24 14:20","44127","S 03/03/24","NS",
"02301-9997","DIOSS","6","483000","483FIM00","2","4","03/03/24 11:36","03/03/24 12:54","27099","S 03/03/24","NS",
"02301-9997","DIOSS","10","483000","483FIM00","2","3","03/03/24 11:37","03/03/24 12:55","28461","S 03/03/24","NS",
"02301-9997","PSS","5","325000","PSS-RUN-325","2","1","03/03/24 11:53","03/03/24 11:54","3","S 03/04/24","NS",
"02301-9997","DBCS","5","918000","LV02021U","2","2","03/03/24 12:08","03/03/24 13:11","26393","S 03/03/24","S",
"02301-9997","AFSM100","4","463000","463F0M30","2","3","03/03/24 12:19","03/03/24 14:27","7824","S 03/03/24","NS",
"02301-9997","PSS","4","325000","PSS-RUN-325","2","1","03/03/24 12:31","03/03/24 12:37","24","S 03/04/24","NS",
"02301-9997","MSA","1","308000","MSA-RUN-308","2","1","03/03/24 12:37","03/03/24 12:37","1","S 03/04/24","NS",
"02301-9997","MSWYB","1","208000","MSWYB-RUN","2","1","03/03/24 12:53","03/03/24 12:53","1","S 03/04/24","NS",
"02301-9997","DIOSS","6","483000","483FIM00","2","5","03/03/24 13:01","03/03/24 13:25","5860","S 03/03/24","NS",
"02301-9997","DBCS","8","918000","LV02018U","2","2","03/03/24 13:09","03/03/24 13:28","9864","S 03/03/24","S",
"02301-9997","DIOSS","10","483000","483FIM00","2","4","03/03/24 13:09","03/03/24 13:28","4630","S 03/03/24","NS",
"02301-9997","DIOSS","10","893000","893FIM00","2","5","03/03/24 13:31","03/03/24 13:33","212","S 03/03/24","NS",
"02301-9997","DIOSS","6","483000","483FIM00","2","6","03/03/24 13:32","03/03/24 14:03","9603","S 03/03/24","NS",
"02301-9997","DIOSS","10","483000","483FIM00","2","6","03/03/24 13:34","03/03/24 14:07","14354","S 03/03/24","NS",
"02301-9997","DBCS","3","918000","LV02330U","3","2","03/03/24 14:03","03/03/24 16:27","38855","S 03/03/24","NS",
"02301-9997","DBCS","4","918000","LV02061U","2","2","03/03/24 14:03","03/03/24 15:52","31725","S 03/03/24","S",
"02301-9997","PSS","4","325000","PSS-RUN-325","2","1","03/03/24 14:05","03/03/24 14:05","2","S 03/04/24","NS",
"02301-9997","DBCS","1","918000","LV02090U","2","4","03/03/24 14:05","03/03/24 15:34","30395","S 03/03/24","S",
"02301-9997","DBCS","5","918000","LV02021U","2","3","03/03/24 14:06","03/03/24 15:51","30481","S 03/03/24","S",
"02301-9997","DBCS","2","918000","LV02360U","2","4","03/03/24 14:08","03/03/24 15:28","27381","S 03/03/24","NS",
"02301-9997","DIOSS","10","483000","483FIM00","2","7","03/03/24 14:11","03/03/24 14:41","9640","S 03/03/24","NS",
"02301-9997","PSS","4","325000","PSS-RUN-325","2","1","03/03/24 14:33","03/03/24 14:44","15","S 03/04/24","NS",
"02301-9997","DIOSS","10","897000","897FAVBM","2","8","03/03/24 14:43","03/03/24 15:00","2835","S 03/03/24","NS",
"02301-9997","DBCS","8","918000","LV02018U","3","3","03/03/24 14:43","03/03/24 16:13","34792","S 03/03/24","S",
"02301-9997","LCTS","1","619000","619Z0231","3","2","03/03/24 15:00","03/03/24 23:00","1403","S 03/03/24","NS",
"02301-9997","LCTS","2","619000","619Z023T","3","2","03/03/24 15:00","03/03/24 23:00","36","S 03/03/24","NS",
"02301-9997","ATU","2","207000","ATU","3","3","03/03/24 15:00","03/03/24 23:00","37","S 03/03/24","NS",
"02301-9997","ATU","1","207000","ATU","3","3","03/03/24 15:00","03/03/24 23:00","1149","S 03/03/24","NS",
"02301-9997","PSS","1","325000","PSS-RUN-325","3","1","03/03/24 15:10","03/03/24 16:46","207","S 03/04/24","NS",
"02301-9997","MSA","1","308000","MSA-RUN-308","3","1","03/03/24 15:11","03/03/24 16:48","100","S 03/04/24","NS",
"02301-9997","PSS","4","325000","PSS-RUN-325","3","1","03/03/24 15:16","03/03/24 16:41","81","S 03/04/24","NS",
"02301-9997","MSA","2","308000","MSA-RUN-308","3","1","03/03/24 15:20","03/03/24 17:56","117","S 03/04/24","NS",
"02301-9997","DBCS","1","918000","LV02090U","3","5","03/03/24 15:45","03/03/24 16:18","13194","S 03/03/24","S",
"02301-9997","DBCS","2","919000","LV02360U-2","3","5","03/03/24 15:54","03/03/24 16:25","15234","S 03/03/24","S",
"02301-9997","DBCS","5","919000","LV02021U-2","3","4","03/03/24 16:14","03/03/24 16:23","4671","S 03/03/24","S",
"02301-9997","DBCS","4","919000","LV02061U-2","3","3","03/03/24 16:14","03/03/24 16:24","4224","S 03/03/24","S",
"02301-9997","DBCS","3","918000","LV02330U","3","3","03/03/24 16:28","03/03/24 16:37","2296","S 03/03/24","NS",
"02301-9997","DBCS","1","919000","LV02090U-2","3","6","03/03/24 16:28","03/03/24 16:54","4045","S 03/03/24","S",
"02301-9997","DBCS","8","919000","LV02018U-2","3","4","03/03/24 17:02","03/03/24 20:03","88382","S 03/03/24","S",
"02301-9997","DBCS","2","919000","LV02360U-2","3","6","03/03/24 17:03","03/03/24 18:55","53075","S 03/03/24","S",
"02301-9997","DBCS","4","919000","LV02061U-2","3","4","03/03/24 17:04","03/03/24 18:02","21230","S 03/03/24","S",
"02301-9997","DBCS","5","919000","LV02021U-2","3","5","03/03/24 17:06","03/03/24 18:53","48061","S 03/03/24","S",
"02301-9997","DBCS","1","919000","LV02090U-2","3","7","03/03/24 17:07","03/03/24 18:54","39846","S 03/03/24","S",
"02301-9997","DBCS","3","919000","LV02330U-2","3","4","03/03/24 17:07","03/03/24 18:57","58972","S 03/03/24","S",
"02301-9997","MSA","1","308000","MSA-RUN-308","3","1","03/03/24 17:32","03/03/24 19:41","95","S 03/04/24","NS",
"02301-9997","PSS","1","325000","PSS-RUN-325","3","1","03/03/24 17:33","03/03/24 17:52","54","S 03/04/24","NS",
"02301-9997","AFSM100","4","463000","463F0M30","3","2","03/03/24 17:43","03/03/24 18:30","9431","S 03/03/24","NS",
"02301-9997","PSS","4","325000","PSS-RUN-325","3","1","03/03/24 17:59","03/03/24 19:31","120","S 03/04/24","NS",
"02301-9997","DBCS","4","919000","LV02061U-2","3","5","03/03/24 18:03","03/03/24 18:52","22592","S 03/03/24","S",
"02301-9997","PSS","1","325000","PSS-RUN-325","3","1","03/03/24 18:46","03/03/24 20:12","165","S 03/04/24","NS",
"02301-9997","MSA","2","308000","MSA-RUN-308","3","1","03/03/24 18:54","03/03/24 20:23","67","S 03/04/24","NS",
"02301-9997","AFSM100","4","463000","463F0M30","3","3","03/03/24 18:54","03/03/24 19:25","7461","S 03/03/24","NS",
"02301-9997","DBCS","5","919000","LV02021U-2","3","6","03/03/24 19:15","03/03/24 21:10","45433","S 03/03/24","S",
"02301-9997","DBCS","2","919000","LV02360U-2","3","7","03/03/24 19:15","03/03/24 20:43","39741","S 03/03/24","S",
"02301-9997","DBCS","1","919000","LV02090U-2","3","8","03/03/24 19:16","03/03/24 20:55","56580","S 03/03/24","S",
"02301-9997","DBCS","4","919000","LV02061U-2","3","6","03/03/24 19:21","03/03/24 21:20","52018","S 03/03/24","S",
"02301-9997","DBCS","3","919000","LV02330U-2","3","5","03/03/24 19:25","03/03/24 20:47","34995","S 03/03/24","S",
"02301-9997","DIOSS","6","918000","LV02093U","3","8","03/03/24 19:27","03/03/24 22:04","40153","S 03/03/24","S",
"02301-9997","DIOSS","10","918000","LV02302U","3","11","03/03/24 19:40","03/03/24 20:20","20905","S 03/03/24","S",
"02301-9997","DIOSS","11","918000","LV02301U","3","5","03/03/24 19:49","03/03/24 20:35","15721","S 03/03/24","S",
"02301-9997","MSA","1","308000","MSA-RUN-308","3","1","03/03/24 20:12","03/03/24 20:12","1","S 03/04/24","NS",
"02301-9997","DBCS","8","896000","896FA018","3","5","03/03/24 20:30","03/03/24 20:59","5863","S 03/03/24","S",
"02301-9997","DIOSS","10","918000","LV02302U","3","12","03/03/24 20:35","03/03/24 21:14","18581","S 03/03/24","S",
"02301-9997","DBCS","2","896000","896FA360","3","8","03/03/24 20:49","03/03/24 21:00","3225","S 03/03/24","S",
"02301-9997","MSA","1","308000","MSA-RUN-308","3","1","03/03/24 20:54","03/03/24 20:57","6","S 03/04/24","NS",
"02301-9997","DBCS","1","896000","896FA090","3","9","03/03/24 20:56","03/03/24 21:14","5508","S 03/03/24","S",
"02301-9997","MSA","2","308000","MSA-RUN-308","3","1","03/03/24 20:59","03/03/24 20:59","1","S 03/04/24","NS",
"02301-9997","DBCS","2","918000","LV02382U","3","9","03/03/24 21:06","03/03/24 21:51","11755","S 03/03/24","NS",
"02301-9997","DBCS","1","918000","LV02368U","3","10","03/03/24 21:21","03/03/24 21:53","13996","S 03/03/24","S",
"02301-9997","DBCS","5","896000","896FA021","3","7","03/03/24 21:21","03/03/24 21:37","3586","S 03/03/24","S",
"02301-9997","DBCS","3","896000","896FA330","3","6","03/03/24 21:32","03/03/24 21:43","3844","S 03/03/24","S",
"02301-9997","MSA","2","308000","MSA-RUN-308","3","1","03/03/24 21:34","03/03/24 22:47","93","S 03/04/24","NS",
"02301-9997","DIOSS","10","919000","LV02302U-2","3","13","03/03/24 21:37","03/03/24 21:50","7074","S 03/03/24","S",
"02301-9997","DBCS","4","896000","896FA061","3","7","03/03/24 21:39","03/03/24 21:48","2530","S 03/03/24","S",
"02301-9997","DIOSS","11","918000","LV02301U","3","6","03/03/24 21:40","03/03/24 23:22","33520","S 03/03/24","S",
"02301-9997","DBCS","3","918000","LV02341U","3","7","03/03/24 21:57","03/03/24 22:50","21519","S 03/03/24","S",
"02301-9997","PSS","4","325000","PSS-RUN-325","3","1","03/03/24 21:59","03/03/24 22:00","3","S 03/04/24","NS",
"02301-9997","APBS","2","439000","439PA023","1","5","03/03/24 22:14","03/03/24 23:55","5787","S 03/04/24","NS",
"02301-9997","AFSM100","4","466000","466F7025","3","5","03/03/24 22:27","03/03/24 23:15","5075","S 03/03/24","S",
"02301-9997","PSS","4","325000","PSS-RUN-325","3","1","03/03/24 22:27","03/03/24 22:33","19","S 03/04/24","NS",
"02301-9997","DBCS","1","918000","LV02368U","1","11","03/03/24 22:32","03/04/24 00:03","35299","S 03/04/24","S",
"02301-9997","DBCS","5","918000","LV02027U","1","8","03/03/24 22:33","03/04/24 01:32","46108","S 03/04/24","S",
"02301-9997","DBCS","2","918000","LV02382U","1","10","03/03/24 22:35","03/04/24 00:08","39278","S 03/04/24","NS",
"02301-9997","DIOSS","10","919000","LV02302U-2","1","14","03/03/24 22:41","03/04/24 00:20","46069","S 03/04/24","S",
"02301-9997","DBCS","4","918000","LV02333U","1","8","03/03/24 22:47","03/04/24 00:37","50531","S 03/04/24","S",
"02301-9997","LCTS","2","619000","619Z023T","1","3","03/03/24 23:00","03/04/24 07:00","395","S 03/04/24","NS",
"02301-9997","LCTS","1","619000","619Z0231","1","3","03/03/24 23:00","03/04/24 07:00","910","S 03/04/24","NS",
"02301-9997","ATU","2","207000","ATU","1","1","03/03/24 23:00","03/04/24 02:03","186","S 03/04/24","NS",
"02301-9997","DBCS","8","919000","LV02301U-2","1","6","03/03/24 23:01","03/04/24 02:55","87947","S 03/04/24","S",
"02301-9997","DBCS","3","918000","LV02341U","1","8","03/03/24 23:06","03/04/24 00:11","21576","S 03/04/24","S",
"02301-9997","DIOSS","6","919000","LV02093U-2","1","9","03/03/24 23:07","03/04/24 00:29","30129","S 03/04/24","S",
"02301-9997","PSS","5","325000","PSS-RUN-325","1","1","03/03/24 23:08","03/03/24 23:13","2","S 03/04/24","NS",
"02301-9997","PSS","1","325000","PSS-RUN-325","1","1","03/03/24 23:11","03/03/24 23:11","1","S 03/04/24","NS",
"02301-9997","AFSM100","4","466000","466F7343","1","1","03/03/24 23:23","03/03/24 23:50","3843","S 03/04/24","S",
"02301-9997","PSS","4","325000","PSS-RUN-325","1","1","03/03/24 23:25","03/04/24 01:19","112","S 03/04/24","NS",
"02301-9997","AFSM100","4","466000","466F7368","1","2","03/03/24 23:58","03/04/24 01:17","12414","S 03/04/24","S",
"02301-9997","MSA","2","308000","MSA-RUN-308","1","1","03/03/24 23:59","03/04/24 00:36","57","S 03/04/24","NS",
"02301-9997","DBCS","1","919000","LV02368U-2","1","12","03/04/24 00:20","03/04/24 02:14","54084","S 03/04/24","S",
"02301-9997","DBCS","2","919000","LV02382U-2","1","11","03/04/24 00:30","03/04/24 04:01","86094","S 03/04/24","S",
"02301-9997","DBCS","3","919000","LV02341U-2","1","9","03/04/24 00:32","03/04/24 04:33","112107","S 03/04/24","S",
"02301-9997","APBS","2","439000","439PA023","1","1","03/04/24 00:33","03/04/24 02:54","10101","S 03/04/24","NS",
"02301-9997","PSS","1","233000","PSS-RUN-233","1","1","03/04/24 00:39","03/04/24 00:50","19","S 03/04/24","NS",
"02301-9997","MSA","1","308000","MSA-RUN-308","1","1","03/04/24 00:40","03/04/24 00:40","1","S 03/04/24","NS",
"02301-9997","DBCS","4","919000","LV02333U-2","1","9","03/04/24 00:55","03/04/24 02:50","55920","S 03/04/24","S",
"02301-9997","DIOSS","6","919000","LV02093U-2","1","10","03/04/24 01:05","03/04/24 04:56","51051","S 03/04/24","S",
"02301-9997","DIOSS","10","919000","LV02302U-2","1","15","03/04/24 01:05","03/04/24 02:28","34066","S 03/04/24","S",
"02301-9997","MSA","2","308000","MSA-RUN-308","1","1","03/04/24 01:10","03/04/24 01:15","2","S 03/04/24","NS",
"02301-9997","PSS","1","233000","PSS-RUN-233","1","1","03/04/24 01:21","03/04/24 01:28","18","S 03/04/24","NS",
"02301-9997","DBCS","5","919000","LV02027U-2","1","9","03/04/24 01:55","03/04/24 04:55","76523","S 03/04/24","S",
"02301-9997","PSS","4","325000","PSS-RUN-325","1","1","03/04/24 02:03","03/04/24 02:03","1","S 03/04/24","NS",
"02301-9997","MSA","2","308000","MSA-RUN-308","1","1","03/04/24 02:04","03/04/24 03:12","91","S 03/04/24","NS",
"02301-9997","PSS","1","233000","PSS-RUN-233","1","1","03/04/24 02:06","03/04/24 02:16","35","S 03/04/24","NS",
"02301-9997","ATU","2","207000","ATU","1","2","03/04/24 02:06","03/04/24 07:00","197","S 03/04/24","NS",
"02301-9997","AFSM100","4","466000","466F7BRK","1","3","03/04/24 02:10","03/04/24 03:04","7085","S 03/04/24","S",
"02301-9997","DBCS","1","919000","LV02368U-2","1","13","03/04/24 02:14","03/04/24 04:53","70356","S 03/04/24","S",
"02301-9997","DIOSS","10","896000","896FA302","1","16","03/04/24 02:31","03/04/24 02:40","2893","S 03/04/24","S",
"02301-9997","PSS","4","325000","PSS-RUN-325","1","1","03/04/24 02:35","03/04/24 02:43","29","S 03/04/24","NS",
"02301-9997","DBCS","8","896000","896FA301","1","7","03/04/24 03:06","03/04/24 03:20","4995","S 03/04/24","S",
"02301-9997","PSS","4","325000","PSS-RUN-325","1","1","03/04/24 03:08","03/04/24 03:30","31","S 03/04/24","NS",
"02301-9997","AFSM100","4","466000","466F7043","1","4","03/04/24 03:10","03/04/24 03:48","6444","S 03/04/24","S",
"02301-9997","PSS","1","233000","PSS-RUN-233","1","1","03/04/24 03:24","03/04/24 03:24","3","S 03/04/24","NS",
"02301-9997","APBS","2","439000","439PA023","1","2","03/04/24 03:32","03/04/24 05:16","7211","S 03/04/24","NS",
"02301-9997","DBCS","4","919000","LV02333U-2","1","10","03/04/24 03:37","03/04/24 03:57","7688","S 03/04/24","S",
"02301-9997","MSA","2","308000","MSA-RUN-308","1","1","03/04/24 03:42","03/04/24 03:45","8","S 03/04/24","NS",
"02301-9997","AFSM100","4","466000","466F7361","1","5","03/04/24 03:53","03/04/24 04:09","2099","S 03/04/24","S",
"02301-9997","PSS","4","325000","PSS-RUN-325","1","1","03/04/24 03:54","03/04/24 03:55","5","S 03/04/24","NS",
"02301-9997","DBCS","2","896000","896FA382","1","12","03/04/24 04:04","03/04/24 04:21","2540","S 03/04/24","S",
"02301-9997","DBCS","4","919000","LV02333U-2","1","11","03/04/24 04:06","03/04/24 05:08","27994","S 03/04/24","S",
"02301-9997","AFSM100","4","466000","466F7359","1","6","03/04/24 04:14","03/04/24 05:28","7263","S 03/04/24","S",
"02301-9997","MSA","2","308000","MSA-RUN-308","1","1","03/04/24 04:33","03/04/24 04:37","6","S 03/04/24","NS",
"02301-9997","PSS","4","325000","PSS-RUN-325","1","1","03/04/24 04:36","03/04/24 05:05","68","S 03/04/24","NS",
"02301-9997","DBCS","3","896000","896FA341","1","10","03/04/24 04:45","03/04/24 04:53","2856","S 03/04/24","S",
"02301-9997","DIOSS","6","919000","LV02093U-2","1","11","03/04/24 04:57","03/04/24 05:26","10236","S 03/04/24","S",
"02301-9997","DBCS","5","919000","LV02027U-2","1","10","03/04/24 04:57","03/04/24 05:17","5982","S 03/04/24","S",
"02301-9997","DBCS","1","919000","LV02368U-2","1","14","03/04/24 05:01","03/04/24 05:17","6168","S 03/04/24","S",
"02301-9997","DBCS","5","896000","896FA027","1","11","03/04/24 05:23","03/04/24 05:35","3313","S 03/04/24","S",
"02301-9997","MSA","2","308000","MSA-RUN-308","1","1","03/04/24 05:28","03/04/24 05:32","8","S 03/04/24","NS",
"02301-9997","DBCS","1","896000","896FA368","1","15","03/04/24 05:29","03/04/24 05:54","5693","S 03/04/24","S",
"02301-9997","DBCS","4","896000","896FA333","1","12","03/04/24 05:34","03/04/24 05:46","4232","S 03/04/24","S",
"02301-9997","AFSM100","4","466000","466F7072","1","7","03/04/24 05:37","03/04/24 05:55","3039","S 03/04/24","S",
"02301-9997","PSS","4","325000","PSS-RUN-325","1","1","03/04/24 05:41","03/04/24 05:56","33","S 03/04/24","NS",
