Site,MType,MNo,Op No.,Sort Program,Tour,Run#,Start,End,Fed,MODS,DOIS
"02301-9997","AFCS200","2","004000","004FA023.STF","3","7","10/31/24 17:10","10/31/24 22:01","61897","S 10/31/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","7","11/01/24 18:15","11/01/24 18:24","1118","S 11/01/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","8","11/01/24 18:45","11/01/24 22:20","45070","S 11/01/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","6","11/03/24 17:51","11/03/24 18:54","10726","S 11/03/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","7","11/03/24 18:57","11/03/24 19:15","355","S 11/03/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","7","11/04/24 17:17","11/04/24 18:57","21302","S 11/04/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","8","11/04/24 19:18","11/04/24 22:53","52145","S 11/04/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","7","11/05/24 17:16","11/05/24 18:52","12733","S 11/05/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","8","11/05/24 18:54","11/05/24 21:25","40750","S 11/05/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","7","11/06/24 17:13","11/06/24 17:40","688","S 11/06/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","8","11/06/24 17:41","11/06/24 18:30","3235","S 11/06/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","9","11/06/24 19:30","11/06/24 20:20","4253","S 11/06/24","NS",
"02301-9997","AFCS200","2","004000","004FA023.STF","3","1","11/06/24 20:34","11/06/24 23:06","18669","S 11/06/24","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","10/31/24 18:53","10/31/24 22:07","38683","S 10/31/24","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","9","11/01/24 17:12","11/01/24 22:13","60321","S 11/01/24","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","9","11/04/24 19:42","11/04/24 22:53","35400","S 11/04/24","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","6","11/05/24 17:16","11/05/24 21:25","45378","S 11/05/24","NS",
"02301-9997","AFCS200","3","004000","004FA023.STF","3","5","11/06/24 17:20","11/06/24 23:30","65289","S 11/07/24","NS",
"02301-9997","AFSM100","1","466000","466F7361","2","3","10/31/24 13:34","10/31/24 14:02","5093","S 10/31/24","S",
"02301-9997","AFSM100","1","463000","463F0M30","3","4","10/31/24 14:38","10/31/24 17:02","12367","S 10/31/24","NS",
"02301-9997","AFSM100","1","463000","463F0M30","3","1","10/31/24 17:02","10/31/24 18:50","11943","S 10/31/24","NS",
"02301-9997","AFSM100","1","463000","463F0M30","3","2","10/31/24 19:07","10/31/24 19:22","660","S 10/31/24","NS",
"02301-9997","AFSM100","1","461000","461F0OGP","3","3","10/31/24 19:31","10/31/24 19:44","1326","S 10/31/24","NS",
"02301-9997","AFSM100","1","461000","461F0OGP","3","4","10/31/24 20:24","10/31/24 23:09","19603","S 10/31/24","NS",
"02301-9997","AFSM100","1","462000","462F0OVR","1","2","10/31/24 23:22","10/31/24 23:59","3856","S 11/01/24","NS",
"02301-9997","AFSM100","1","466000","466F7025","1","3","11/01/24 00:10","11/01/24 01:06","5907","S 11/01/24","S",
"02301-9997","AFSM100","1","466000","466F7343","1","4","11/01/24 01:38","11/01/24 02:20","5245","S 11/01/24","S",
"02301-9997","AFSM100","1","466000","466F7359","1","5","11/01/24 02:42","11/01/24 04:01","9852","S 11/01/24","S",
"02301-9997","AFSM100","1","466000","466F7072","1","6","11/01/24 04:14","11/01/24 05:06","7554","S 11/01/24","S",
"02301-9997","AFSM100","1","466000","466F7043","1","7","11/01/24 05:12","11/01/24 05:42","5651","S 11/01/24","S",
"02301-9997","AFSM100","1","466000","466F7BRK","1","8","11/01/24 05:47","11/01/24 06:11","4309","S 11/01/24","S",
"02301-9997","AFSM100","1","466000","466F7368","2","3","11/01/24 12:51","11/01/24 13:36","6849","S 11/01/24","S",
"02301-9997","AFSM100","1","466000","466F7361","2","4","11/01/24 13:46","11/01/24 14:15","4380","S 11/01/24","S",
"02301-9997","AFSM100","1","463000","463F0M30","3","5","11/01/24 14:40","11/01/24 19:09","27717","S 11/01/24","NS",
"02301-9997","AFSM100","1","461000","461F0OGP","3","1","11/01/24 19:22","11/01/24 21:58","23481","S 11/01/24","NS",
"02301-9997","AFSM100","1","462000","462F0OVR","3","2","11/01/24 21:59","11/01/24 22:42","3928","S 11/01/24","NS",
"02301-9997","AFSM100","1","466000","466F7025","1","3","11/01/24 22:45","11/01/24 23:54","7109","S 11/02/24","S",
"02301-9997","AFSM100","1","466000","466F7343","1","1","11/02/24 00:37","11/02/24 01:11","5083","S 11/02/24","S",
"02301-9997","AFSM100","1","466000","466F7359","1","2","11/02/24 01:26","11/02/24 02:25","7079","S 11/02/24","S",
"02301-9997","AFSM100","1","466000","466F7072","1","3","11/02/24 02:41","11/02/24 03:19","7765","S 11/02/24","S",
"02301-9997","AFSM100","1","466000","466F7361","1","4","11/02/24 03:27","11/02/24 04:01","6139","S 11/02/24","S",
"02301-9997","AFSM100","1","466000","466F7368","1","5","11/02/24 04:09","11/02/24 05:01","9653","S 11/02/24","S",
