Machine ID,Stackers,Operation (days/wk),Tours/Day,MM7,MPE9,ET10,Total (hrs/yr),Operational Maintenance (hrs/yr)
DBCS 8,222,7,2,994.23,498.53,579.62,2072.28,630.93
