Machine ID,Stackers,Operation (days/wk),Tours/Day,MM7,MPE9,ET10,Total (hrs/yr),Operational Maintenance (hrs/yr)
DBCS 8,222,7,3,1101.22,552.18,642,2295.40,946.41
