Operation (days/wk),Tours/Day,Routine Servicing (hrs/yr),Repair (hrs/yr),Routine Servicing + Repair Time (hrs/yr),Nonproductive Time (hrs/yr),Total Servicing (hrs/yr),Operational Maintenance (hrs/yr),Total (hrs/yr)
5,1,475.8,142.74,618.54,61.854,680.394,164.666,845.06
6,1,557.27,167.181,724.451,72.4451,796.8961,197.5939,994.49
7,1,638.73,191.619,830.349,83.0349,913.3839,230.5361,1143.92
5,2,475.8,142.74,618.54,61.854,680.394,329.336,1009.73
6,2,557.27,167.181,724.451,72.4451,796.8961,395.1939,1192.09
7,2,638.73,191.619,830.349,83.0349,913.3839,461.0761,1374.46
5,3,475.8,142.74,618.54,61.854,680.394,493.996,1174.39
6,3,557.27,167.181,724.451,72.4451,796.8961,592.7939,1389.69
7,3,638.73,191.619,830.349,83.0349,913.3839,691.6061,1604.99
