Operation (days/wk),Tours/Day,Routine Servicing (hrs/yr),Repair (hrs/yr),Routine Servicing + Repair Time (hrs/yr),Nonproductive Time (hrs/yr),Total Servicing (hrs/yr),Operational Maintenance (hrs/yr),Total (hrs/yr)
5,1,351.22,70.244,421.464,42.1464,463.6104,56.33,519.9404
5,2,351.22,70.244,421.464,42.1464,463.6104,112.67,576.2804
5,3,351.22,70.244,421.464,42.1464,463.6104,169.0,632.6104
6,1,392.82,78.564,471.384,47.1384,518.5224,67.6,586.1224
6,2,392.82,78.564,471.384,47.1384,518.5224,135.2,653.7224
6,3,392.82,78.564,471.384,47.1384,518.5224,202.8,721.3224
7,1,434.42,86.884,521.304,52.1304,573.4344,78.87,652.3044
7,2,434.42,86.884,521.304,52.1304,573.4344,157.73,731.1644
7,3,434.42,86.884,521.304,52.1304,573.4344,236.6,810.0344
