Operation (days/wk),Tours/Day,Routine Servicing (hrs/yr),Repair (hrs/yr),Routine Servicing + Repair Time (hrs/yr),Nonproductive Time (hrs/yr),Total Servicing (hrs/yr),Operational Maintenance (hrs/yr),Total (hrs/yr)
5,1,41.65,12.495,54.145,5.4145,59.5595,87.73,147.2895
5,2,41.65,12.495,54.145,5.4145,59.5595,115.89,175.4495
5,3,41.65,12.495,54.145,5.4145,59.5595,144.06,203.6195
6,1,48.58,14.574,63.154,6.3154,69.4694,103.27,172.7394
6,2,48.58,14.574,63.154,6.3154,69.4694,137.07,206.5394
6,3,48.58,14.574,63.154,6.3154,69.4694,170.87,240.3394
7,1,55.52,16.656,72.176,7.2176,79.3936,118.82,198.2136
7,2,55.52,16.656,72.176,7.2176,79.3936,158.26,237.6536
7,3,55.52,16.656,72.176,7.2176,79.3936,197.69,277.0836
